PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
6296096,"CEMEX CONSTRUCTION MATERIALS, LP",1,CEMEX CONSTRUCTION MATERIALS,E,20,T-O CTRL/AERATION
6296096,"CEMEX CONSTRUCTION MATERIALS, LP",1,CEMEX CONSTRUCTION MATERIALS,G,15,IRON RMVL/PRESS SAND FILT
6296097,JAMES JOYCE IRISH PUB,1,JAMES JOYCE IRISH PUB,B,02,DISINFECT/HYPOCHLORIN
6296098,CROSSROADS SEAFOOD AND STEAKHOUSE,1,UNCLE MIKE'S SMOKEHOUSE GRILL,B,02,DISINFECT/HYPOCHLORIN
6296099,SUMMERFIELD BAPTIST CHURCH,1,SUMMERFIELD BAPT CHURCH PL #1,B,02,DISINFECT/HYPOCHLORIN
6296100,SUNSET PARK,1,SUNSET PARK,B,02,DISINFECT/HYPOCHLORIN
6296100,SUNSET PARK,1,SUNSET PARK,G,29,IRON RMVL/CARTRIDGE FILTR
6296101,COSGROVE RMH,1,COSGROVE RMH PLANT # 1,B,02,DISINFECT/HYPOCHLORIN
6296102,HCPRD/PETERSON PARK,1,HCPRD/PETERSON PARK PLANT,B,02,DISINFECT/HYPOCHLORIN
6296103,ST. GREGORY ORTHODOX CHURCH,1,SAINT GREGORY ORTHODOX CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296104,HOBBS STREET INDUSTRIAL PARK,1,HOBBS STREET INDUSTRIAL PARK,B,02,DISINFECT/HYPOCHLORIN
6296104,HOBBS STREET INDUSTRIAL PARK,1,HOBBS STREET INDUSTRIAL PARK,G,29,IRON RMVL/CARTRIDGE FILTR
6296105,PARK TERRACE APARTMENTS,1,PARK TERRACE APTS PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296105,PARK TERRACE APARTMENTS,1,PARK TERRACE APTS PLANT 1,C,15,PART-RMVL/PRESS SAND FILT
6296106,PIEN DANH TIRE,1,SEAFOOD PALACE PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296107,PARKSDALE MARKET,1,PARKSDALE MARKET,A,,NO TRTMT
6296108,COLLINS NURSERY & MHP,1,COLLINS NURSERY & MHP,A,,NO TRTMT
6296109,VET'S WHOLESALE NURSERY,1,VET'S WHOLESALE NURSERY PLANT,B,02,DISINFECT/HYPOCHLORIN
6296110,CARROLLWOOD GROVE BUSINESS PK,1,CARROLLWOOD GROVE,B,02,DISINFECT/HYPOCHLORIN
6296111,CF PRODUCE INC,1,DOVER FRESH PRODUCE LLC,B,02,DISINFECT/HYPOCHLORIN
6296112,"HARRELL'S NURSERY, INC.",1,HARRELLS NURSERY,B,02,DISINFECT/HYPOCHLORIN
6296112,"HARRELL'S NURSERY, INC.",1,HARRELLS NURSERY,S,41,ARSENIC REMOVAL/ADSORPTIVE MEDIA
6296113,FAVORITE FARMS-BETHLEHEM,1,FAVORITE FARMS-BETHLEHEM PLANT,B,02,DISINFECT/HYPOCHLORIN
6296114,SEVEN STAR FOOD STORE,1,SEVEN STAR FOOD STORE PLANT,B,02,DISINFECT/HYPOCHLORIN
6296115,TURKEY CREEK NURSERY,1,TURKEY CREEK NURSERY,A,,NO TRTMT
6296116,CROSSFIT SPARTA,1,CROSSFIT SPARTA,B,02,DISINFECT/HYPOCHLORIN
6296116,CROSSFIT SPARTA,1,CROSSFIT SPARTA,G,29,IRON RMVL/CARTRIDGE FILTR
6296117,MANOR OAKS,1,MANOR OAKS,B,02,DISINFECT/HYPOCHLORIN
6296118,RACHALE'S COUNTRY KITCHEN,1,RACHAEL'S COUNTRY KITCHEN #1,B,02,DISINFECT/HYPOCHLORIN
6296119,STEPP'S TOWING SERVICE,1,STEPP'S TOWING SERVICE,B,02,DISINFECT/HYPOCHLORIN
6296120,SUNRISE LANDSCAPE,1,SUNRISE LANDSCAPE PLANT # 1,B,02,DISINFECT/HYPOCHLORIN
6296120,SUNRISE LANDSCAPE,1,SUNRISE LANDSCAPE PLANT # 1,E,25,T-O CTRL/ION EXCHANGE
6296120,SUNRISE LANDSCAPE,1,SUNRISE LANDSCAPE PLANT # 1,H,25,SOFTENING/ION EXCHANGE
6296121,FAULKNER PLASTICS,1,FAULKNER PLASTICS PLANT # 1,B,02,DISINFECT/HYPOCHLORIN
6296122,"EXIT 40, OFFICES",1,"EXIT 40, OFFICES",B,02,DISINFECT/HYPOCHLORIN
6296122,"EXIT 40, OFFICES",1,"EXIT 40, OFFICES",H,25,SOFTENING/ION EXCHANGE
6296123,FOURTEEN STARS EDUCATIONAL CENTER,1,FOURTEEN STARS EDU CENTER,B,02,DISINFECT/HYPOCHLORIN
6296124,STATE HIGHWAY  BAPTIST CHURCH,1,STATE HIGHWAY BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296124,STATE HIGHWAY  BAPTIST CHURCH,1,STATE HIGHWAY BAPTIST CHURCH,G,29,IRON RMVL/CARTRIDGE FILTR
6296125,NEW TESTAMENT CHURCH,1,NEW TESTAMENT CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296126,"MURRAY HOLDINGS, LLC",1,"JDMPG, LLC",B,02,DISINFECT/HYPOCHLORIN
6296127,MILLRIGHT & MACHINERY ERECTORS,1,MILLRIGHT & MACHINERY ERECTORS,B,02,DISINFECT/HYPOCHLORIN
6296128,ODESSA CHRISTIAN HIGH SCHOOL,1,ODESSA CHRISTIAN HIGH PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296130,SWEET SOUTHERN MARKET,1,COLLINS PRODUCE,B,02,DISINFECT/HYPOCHLORIN
6296131,TIMBERLINE LANDSCAPE,1,TIMBERLINE LANDSCAPE PLANT#1,B,02,DISINFECT/HYPOCHLORIN
6296132,LITHIA PINECREST CENTER,1,LITHIA  PINECREST CENTER,B,02,DISINFECT/HYPOCHLORIN
6296133,SIMMONS LOOP BAPTIST,1,SIMMONS LOOP BAPTIST,B,02,DISINFECT/HYPOCHLORIN
6296133,SIMMONS LOOP BAPTIST,1,SIMMONS LOOP BAPTIST,H,25,SOFTENING/ION EXCHANGE
6296134,BURGER KING,1,BURGER KING PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296135,KARL & DIMARCO SCHOOL OF THEATRE,1,KARL & DIMARCO SCHOOL,B,02,DISINFECT/HYPOCHLORIN
6296136,KINGDOM HALL OF JEHOVAH'S WITNESS,1,KH OFJEHOVAH'S WITNESS PLANT,B,02,DISINFECT/HYPOCHLORIN
6296136,KINGDOM HALL OF JEHOVAH'S WITNESS,1,KH OFJEHOVAH'S WITNESS PLANT,E,20,T-O CTRL/AERATION
6296136,KINGDOM HALL OF JEHOVAH'S WITNESS,1,KH OFJEHOVAH'S WITNESS PLANT,H,25,SOFTENING/ION EXCHANGE
6296137,ST. JOSEPH'S HOSPITAL,1,ST. JOSEPH'S HOSPITAL,B,02,DISINFECT/HYPOCHLORIN
6296137,ST. JOSEPH'S HOSPITAL,1,ST. JOSEPH'S HOSPITAL,E,20,T-O CTRL/AERATION
6296137,ST. JOSEPH'S HOSPITAL,1,ST. JOSEPH'S HOSPITAL,H,25,SOFTENING/ION EXCHANGE
6296138,TAMPA EXECUTIVE AIRPORT TERMINAL,1,TERMINAL PLANT,B,02,DISINFECT/HYPOCHLORIN
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,B,04,DISINFECT/CHLORAMINES
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,B,05,DISINFECT/OZONATION
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,C,14,PART-RMVL/RAPID SAND FIL
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,F,11,ORGN-RMVL/FLOCCULATION
6296139,TAMPA BAY WATER REG. SURFACE WATER PLANT,1,TAMPA BAY SURFACE WATER PLANT,F,23,ORGN-RMVL/GAC ADDITION
6296140,ADVANCE AUTO PARTS # 9496,1,ADVANCE AUTO PARTS #9496,B,02,DISINFECT/HYPOCHLORIN
6296141,HAWKINS ROAD CAMP,1,HAWKINS ROAD CAMP,B,02,DISINFECT/HYPOCHLORIN
6296142,KANGAROO BP,1,MARATHON PLANT,B,02,DISINFECT/HYPOCHLORIN
6296143,JAY MAR VILLAS,1,JAYMAR VILLAS,B,02,DISINFECT/HYPOCHLORIN
6296144,CHRISTOPHER'S WOODS EDUC CTR,1,CHRISTOPHER'S WOODS PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296145,HCPUD/FAIRVIEW MHP,1,MASTER METER FROM 6290327,A,,NO TRTMT
6296146,FAULKENBERG JAIL HVTS,1,FAULKENBERG JAIL HVTS,B,02,DISINFECT/HYPOCHLORIN
6296147,POLICE/FIRE COMMUNICATION CTR,1,POLICE/FIRE COMM CTR PLANT # 1,B,02,DISINFECT/HYPOCHLORIN
6296148,MOBIL LUTZ,1,MOBIL LUTZ,B,02,DISINFECT/HYPOCHLORIN
6296148,MOBIL LUTZ,1,MOBIL LUTZ,G,23,IRON RMVL/GAC ADDITION
6296149,BRANDON CREMATION AND FUNERAL SERVICES,1,FELLOWSHIP BAPTIST OF VALRICO,B,02,DISINFECT/HYPOCHLORIN
6296150,TAMPA BAY REGIONAL GROUNDWATER PLANT,1,GROUNDWATER TREATMENT FACILITY,B,04,DISINFECT/CHLORAMINES
6296150,TAMPA BAY REGIONAL GROUNDWATER PLANT,1,GROUNDWATER TREATMENT FACILITY,D,19,CORR-CTRL/PH ADJUSTMENT
6296150,TAMPA BAY REGIONAL GROUNDWATER PLANT,1,GROUNDWATER TREATMENT FACILITY,E,20,T-O CTRL/AERATION
6296151,ADVANCE AUTO PARTS # 9575,1,ADVANCED AUTO PARTS #9575,B,02,DISINFECT/HYPOCHLORIN
6296151,ADVANCE AUTO PARTS # 9575,1,ADVANCED AUTO PARTS #9575,G,30,IRON RMVL/GREENSAND FILTR
6296152,CHRIST CUMBERLAND PRESBYTERIAN CHURCH,1,CHRIST CUMBERLAND CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296153,TAMPA BAY SEAWATER DESALINATION FACILITY,1, DESALINATION PLANT,B,04,DISINFECT/CHLORAMINES
6296153,TAMPA BAY SEAWATER DESALINATION FACILITY,1, DESALINATION PLANT,C,29,PART-RMVL/CARTRIDGE FILTR
6296153,TAMPA BAY SEAWATER DESALINATION FACILITY,1, DESALINATION PLANT,K,19,DESALINAT/PH ADJUSTMENT
6296153,TAMPA BAY SEAWATER DESALINATION FACILITY,1, DESALINATION PLANT,K,26,DESALINAT/REVERSE OSMOSIS
6296155,FLORIDA SEAL AND RUBBER,1,FLORIDA SEAL AND RUBBER,B,02,DISINFECT/HYPOCHLORIN
6296157,HORTICULTURAL VOCATIONAL TRAINING CENTER,1,HORTICULTURE VOCATIONAL TRAINI,B,02,DISINFECT/HYPOCHLORIN
6296158,"SAFETY-KLEEN SYSTEMS, INC.",1,SAFETY-KLEEN CORP PLANT,B,02,DISINFECT/HYPOCHLORIN
6296158,"SAFETY-KLEEN SYSTEMS, INC.",1,SAFETY-KLEEN CORP PLANT,G,14,IRON RMVL/RAPID SAND FIL
6296159,FAITH FAMILY WORSHIP CENTER,1,FAITH FAMILY WORSHIP CTR PLANT,B,02,DISINFECT/HYPOCHLORIN
6296159,FAITH FAMILY WORSHIP CENTER,1,FAITH FAMILY WORSHIP CTR PLANT,G,25,IRON RMVL/ION EXCHANGE
6296160,LOS TARASCOS,1,LOS TARASCOS,B,02,DISINFECT/HYPOCHLORIN
6296162,CIRCLE M RANCH,1,CIRCLE M RANCH,B,02,DISINFECT/HYPOCHLORIN
6296163,WILDER ROAD CAMP,1,WILDER ROAD CAMP PLANT,B,02,DISINFECT/HYPOCHLORIN
6296164,MILLENNIUM CENTER,1,MILLENNIUM CENTER PLANT,B,02,DISINFECT/HYPOCHLORIN
6296165,160 BAKERY,1,PLANT,B,02,DISINFECT/HYPOCHLORIN
6296166,MOUNT PLEASANT A.M.E. CHURCH,1,MOUNT PLEASANT AME PLANT,B,02,DISINFECT/HYPOCHLORIN
6296167,MILLER'S MARKET,1,MILLER'S MARKET,A,,NO TRTMT
6296168,84 LUMBER COMPANY,1,84  LUMBER COMPANY,B,02,DISINFECT/HYPOCHLORIN
6296168,84 LUMBER COMPANY,1,84  LUMBER COMPANY,E,25,T-O CTRL/ION EXCHANGE
6296168,84 LUMBER COMPANY,1,84  LUMBER COMPANY,E,29,T-O CTRL/CARTRIDGE FILTR
6296170,SPARTA FITNESS AND MARTIAL ARTS,1,SPARTA FITNESS & MARTIAL ARTS,B,02,DISINFECT/HYPOCHLORIN
6296171,TAMPA BAY WATER NW HILLSBOROUGH WELL # 7,1,NORTHWEST WELL # 7,B,04,DISINFECT/CHLORAMINES
6296173,ALAFIA RIVER STATE RECREATION MAINT.,1,MAINTENANCE SHOP,B,02,DISINFECT/HYPOCHLORIN
6296174,ALAFIA RIVER STATE PARK BATH HOUSE,1,ALAFIA RIVER  BATH HOUSE,B,02,DISINFECT/HYPOCHLORIN
6296175,SUNPOINT MOBILE HOME PARK,1,SUNPOINT MHP,B,02,DISINFECT/HYPOCHLORIN
6296177,TAMPA BAY WATER MORRIS BRIDGE PUMP STATI,1,TBW MORRIS BRIDGE PUMP STATION,B,04,DISINFECT/CHLORAMINES
6296179,LUTZ EXECUTIVE GOLF CENTER,1,LUTZ EXECUTIVE GOLF CENTER,B,02,DISINFECT/HYPOCHLORIN
6296180,CHURCH OF JESUS CHRIST OF LATTER DAY STS,1,CHURCH  OF LDS PLANT 1,B,02,DISINFECT/HYPOCHLORIN
6296181,TAMPA EXECUTIVE/MAINTENANCE SHOP,1,MAINTENANCE SHOP PLANT,B,02,DISINFECT/HYPOCHLORIN
6296182,TAMPA EXECUTIVE/RELIABLE AVIATION HANGAR,1,RELIABLE AVIATION PLANT,B,02,DISINFECT/HYPOCHLORIN
6296183,FELLOWSHIP BAPTIST CHURCH,1,FELLOWSHIP BAPTIST WTP,B,02,DISINFECT/HYPOCHLORIN
6296185,7-11 #33105A,1,7-11 PLANT # 1,B,02,DISINFECT/HYPOCHLORIN
6296188,CENTRO CRISTIANO EL CAMINO,1,CENTRO CRISTIANO EL CAMINO,B,02,DISINFECT/HYPOCHLORIN
6296189,CCS/CLEMENT ROAD,1,CCS/CLEMENT ROAD PLANT,B,02,DISINFECT/HYPOCHLORIN
6296189,CCS/CLEMENT ROAD,1,CCS/CLEMENT ROAD PLANT,H,25,SOFTENING/ION EXCHANGE
6296191,RAY'S,1,RAY'S,B,02,DISINFECT/HYPOCHLORIN
6296192,BERRY RED FARMS BERRY VISTA,1,ROEBUCK FARMWORKER HOUSING,B,02,DISINFECT/HYPOCHLORIN
6296192,BERRY RED FARMS BERRY VISTA,1,ROEBUCK FARMWORKER HOUSING,E,23,T-O CTRL/GAC ADDITION
6296193,FGUA / MACDILL,1,FLORIDA GOVERNMENTAL UTILITY,B,04,DISINFECT/CHLORAMINES
6296193,FGUA / MACDILL,1,FLORIDA GOVERNMENTAL UTILITY,D,18,CORR-CTRL/SEQUESTATION
6296193,FGUA / MACDILL,1,FLORIDA GOVERNMENTAL UTILITY,Z,02,OTHER/HYPOCHLORIN
6296194,BARRINGTON HOA,1,BARRINGTON OAKS,B,02,DISINFECT/HYPOCHLORIN
6296195,SUN CITY CHRISTIAN CENTER,1,SUN CITY CHRISTIAN CENTER,B,02,DISINFECT/HYPOCHLORIN
6296195,SUN CITY CHRISTIAN CENTER,1,SUN CITY CHRISTIAN CENTER,E,20,T-O CTRL/AERATION
6296196,"JAYCARE ENRICHMENT ACADEMY, INC",1,JAYCARE PLANT,B,02,DISINFECT/HYPOCHLORIN
6296197,NEW GENERATION FAITH MINISTRIES,1,NEW GENERATION FAITH MINISTRIE,B,02,DISINFECT/HYPOCHLORIN
6296198,CARL'S FRUIT STAND,1,CARL'S FRUIT STAND PLANT,B,02,DISINFECT/HYPOCHLORIN
6296199,PROMENADE SUBDIVISION,1,MASTER METER FROM 6290327,A,,NO TRTMT
6296200,TAMPA BAY EVENT CENTER,1,TAMPA BAY EVENTS CENTER PLANT,B,02,DISINFECT/HYPOCHLORIN
6296201,PACIFIC TOMATO GROWERS,1,PACIFIC TOMATO GROWERS,B,02,DISINFECT/HYPOCHLORIN
6296201,PACIFIC TOMATO GROWERS,1,PACIFIC TOMATO GROWERS,G,29,IRON RMVL/CARTRIDGE FILTR
6296202,KINGDOM CHRISTIAN MINISTRIES,1,KINGDOM CHRISTIAN MINISTRIES,B,02,DISINFECT/HYPOCHLORIN
6296203,LEARNING GATE COMMUNITY SCHOOL,1,LEARNING GATE COMMUNITY SCHOOL,B,02,DISINFECT/HYPOCHLORIN
6296204,SHERIFF'S OFFICE TRAINING FACILITY NORTH,1,SHERRIFF'S OFFICE TRAINING,B,02,DISINFECT/HYPOCHLORIN
6296205,LUTZ 1ST CHURCH OF THE NAZARENE,1,LUTZ 1ST CHURCH OF THE NAZAREN,B,02,DISINFECT/HYPOCHLORIN
6296206,BROWNING ROAD BAPTIST CHURCH,1,BROWING ROAD BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296208,HCS/SOUTH COUNTY CAREER CENTER,1,SOUTH COUNTY CAREER CENTER,B,02,DISINFECT/HYPOCHLORIN
6296208,HCS/SOUTH COUNTY CAREER CENTER,1,SOUTH COUNTY CAREER CENTER,E,20,T-O CTRL/AERATION
6296208,HCS/SOUTH COUNTY CAREER CENTER,1,SOUTH COUNTY CAREER CENTER,H,25,SOFTENING/ION EXCHANGE
6296210,MCINTOSH PLAZA,1,MCINTOSH PLAZA INC,B,02,DISINFECT/HYPOCHLORIN
6296210,MCINTOSH PLAZA,1,MCINTOSH PLAZA INC,G,29,IRON RMVL/CARTRIDGE FILTR
6296211,ALAFIA RIVER STATE PARK-PICNIC AREA,1,ALAFIA RIVER STATE PARK,B,02,DISINFECT/HYPOCHLORIN
6296213,BEIT TEHILA,1,BEIT TEHILA,B,02,DISINFECT/HYPOCHLORIN
6296214,THE HARBOR CHURCH,1,THE HARBOR CHURCH PLANT,B,02,DISINFECT/HYPOCHLORIN
6296214,THE HARBOR CHURCH,1,THE HARBOR CHURCH PLANT,H,25,SOFTENING/ION EXCHANGE
6296215,COMMUNITY OF CHRIST,1,COMMUNITY OF CHRIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296216,DBA BLUE SUMMIT ACADEMY,1,ANDES SMART ACADEMY,B,02,DISINFECT/HYPOCHLORIN
6296217,BURRELL DUPLEXES,1,BURRELL DUPLEXES,B,02,DISINFECT/HYPOCHLORIN
6296217,BURRELL DUPLEXES,1,BURRELL DUPLEXES,G,18,IRON RMVL/SEQUESTATION
6296218,CROSSROADS AT LITHIA SHOPPING CENTER,1,CROSSROADS AT LITHIA,B,02,DISINFECT/HYPOCHLORIN
6296219,INGLESIA ADVENTISTA DEL 7TH DIA TAMPA N,1,INGLESIA ADVENTISTA PLANT,B,02,DISINFECT/HYPOCHLORIN
6296219,INGLESIA ADVENTISTA DEL 7TH DIA TAMPA N,1,INGLESIA ADVENTISTA PLANT,H,25,SOFTENING/ION EXCHANGE
6296220,ENGINEERED STRUCTURAL SYSTEMS,1,ENGINEERED STRUCTURAL SYSTEMS,B,02,DISINFECT/HYPOCHLORIN
6296220,ENGINEERED STRUCTURAL SYSTEMS,1,ENGINEERED STRUCTURAL SYSTEMS,H,25,SOFTENING/ION EXCHANGE
6296221,NEW LIFE FELLOWSHIP KID KARE,1,NEW LIFE FELLOWSHIP,B,02,DISINFECT/HYPOCHLORIN
6296222,LAMB OF GOD CHURCH,1,LAMB OF GOD PLANT,B,02,DISINFECT/HYPOCHLORIN
6296224,SAN JOSE MISSION,1,SAN JOSE MISSION PLANT,B,02,DISINFECT/HYPOCHLORIN
6296224,SAN JOSE MISSION,1,SAN JOSE MISSION PLANT,E,20,T-O CTRL/AERATION
6296225,"THE LEARNING STATION, LLC",1,LEARNING STATION PLANT,B,02,DISINFECT/HYPOCHLORIN
6296228,ALAFIA RIVER SRA GUARD STATION,1,ALAFIA RIVER SRA GUARD STATION,B,02,DISINFECT/HYPOCHLORIN
6296229,NIDIA'S GRILLED CHICKEN,1,NIDIA'S GRILLED CHICKEN,B,02,DISINFECT/HYPOCHLORIN
6296229,NIDIA'S GRILLED CHICKEN,1,NIDIA'S GRILLED CHICKEN,G,30,IRON RMVL/GREENSAND FILTR
6296230,KRESTVIEW ACADEMY,1,KRESTVIEW PLANT,B,02,DISINFECT/HYPOCHLORIN
6296232,HCPRD/STEARNS ROAD PARK,1,STEARNS RD PARK PLANT,B,02,DISINFECT/HYPOCHLORIN
6296233,KEYSTONE BIBLE CHURCH,1,KEYSTONE BIBLE CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296233,KEYSTONE BIBLE CHURCH,1,KEYSTONE BIBLE CHURCH,E,25,T-O CTRL/ION EXCHANGE
6296234,AMERISCAPE SERVICES,1,AMERISCAPES SERVICES,B,02,DISINFECT/HYPOCHLORIN
6296235,KEYSTONE PRESBYTERIAN CHURCH,1,KEYSTONE PRESYTERIAN,B,02,DISINFECT/HYPOCHLORIN
6296236,"WATERMELON SWIM LUTZ, LLC",1,"WATERMELON SWIM LUTZ, LLC",B,02,DISINFECT/HYPOCHLORIN
6296237,CIRCLE K #7563,1,CIRCLE K #7563,B,02,DISINFECT/HYPOCHLORIN
6296238,BRANDON POINTE COMMUNITY,1,NORTH INTERCONNECT,A,,NO TRTMT
6296238,BRANDON POINTE COMMUNITY,2,SOUTH INTERCONNECT,A,,NO TRTMT
6296239,SPEEDLING INC CORPORATE OFFICE,1,SPEEDLING CORPORATE OFFICE,B,02,DISINFECT/HYPOCHLORIN
6296239,SPEEDLING INC CORPORATE OFFICE,1,SPEEDLING CORPORATE OFFICE,E,25,T-O CTRL/ION EXCHANGE
6296240,AMVETS POST 44,1,PLANT,B,02,DISINFECT/HYPOCHLORIN
6296243,FISHHAWK RIDGE ASSOCIATION INC,1,FISHHAWK-MASTER METER,A,,NO TRTMT
6296244,HCPRD/WILLIAM OWEN PASS PARK,1,HCPRD/WILLIAM OWEN PASS PARK,B,02,DISINFECT/HYPOCHLORIN
6296245,GULF COAST RESEARCH & EDUCATION CENTER,1,GULF COAST RESEARCH,B,02,DISINFECT/HYPOCHLORIN
6296245,GULF COAST RESEARCH & EDUCATION CENTER,1,GULF COAST RESEARCH,E,25,T-O CTRL/ION EXCHANGE
6296246,IGLESIA DE DIOS CHURCH OF GOD,1,IGLESIA DE DIOS COG PLANT,B,02,DISINFECT/HYPOCHLORIN
6296249,ON THE PARK TOWNHOMES,1,MASTER METER FROM 6290388,A,,NO TRTMT
6296250,SOUTH SHORE FALLS NORTH MASTER METER #2,1,SOUTH SHORE FALLS NORTH MM #2,A,,NO TRTMT
6296251,SOUTH SHORE FALLS SOUTH MASTER METER #1,1,SOUTH MASTER METER #1,A,,NO TRTMT
6296253,MOSAIC FERTILIZER FOUR CORNERS OUTPOST,1,FOUR CORNER OUTPOST,B,02,DISINFECT/HYPOCHLORIN
6296254,ASHBURN SQUARE TOWNHOMES,1,MASTER METER FROM 6290327,A,,NO TRTMT
6296255,WEST BAY COVE,1,MASTER METER FROM 6290388,A,,NO TRTMT
6296256,VILLAGES OF BLOOMINGDALE-PHASE 1,1,MASTER METER FROM 6290787,A,,NO TRTMT
6296257,VILLAGES OF BLOOMINGDALE - PHASE 2,1,MASTER METER FROM 6290787,A,,NO TRTMT
6296258,VILLAGES OF BLOOMINGDALE - PHASE 3,1,MASTER METER FROM 6290787,A,,NO TRTMT
6296261,MONROE'S BUSINESS PARK,1,MASTER METER MONROE'S BUSINESS,A,,NO TRTMT
6296265,OLD FORT KING TRAIL,1,OLD FORT KING TRAIL PLANT,B,02,DISINFECT/HYPOCHLORIN
6296267,TRAVELER'S REST,1,TRAVELER'S REST,B,02,DISINFECT/HYPOCHLORIN
6296269,LUTZ CHURCH OF CHRIST,1,LUTZ CH OF CHRIST PLANT,B,02,DISINFECT/HYPOCHLORIN
6296272,KEYSTONE PREP HIGH SCHOOL,1,KEYSTONE PREP HIGH SCHOOL,B,02,DISINFECT/HYPOCHLORIN
6296273,HACIENDA HEIGHTS MHP,1,MASTER METER FROM 6290787,A,,NO TRTMT
6296274,HERITAGE STATION OFFICE PARK,1,HERITAGE STATION PLANT,B,02,DISINFECT/HYPOCHLORIN
6296275,CAMPING WORLD RV SALES,1,CAMPING WORLD RV SALES,B,02,DISINFECT/HYPOCHLORIN
6296276,LUTZ DENTAL,1,LUTZ DENTAL,B,02,DISINFECT/HYPOCHLORIN
6296277,BETHEL CHIN CHURCH,1,BETHEL CHIN CHURCH,B,02,DISINFECT/HYPOCHLORIN
6296278,LOW COST GROOMING,1,TAQUERIA PLANT,B,02,DISINFECT/HYPOCHLORIN
6296278,LOW COST GROOMING,1,TAQUERIA PLANT,H,25,SOFTENING/ION EXCHANGE
6296279,LA FERIA TAQUERIA & PRODUCE LLC,1,ROSEMARY'S TAMALERIA N GAQUERI,B,02,DISINFECT/HYPOCHLORIN
6296280,PARSON'S PROFESSIONAL PARK,1,MASTER METER FROM 6290787,A,,NO TRTMT
6296281,VILLAGE CENTRE TOWNHOMES,1,MASTER METER FROM 6290388,A,,NO TRTMT
6296282,BOGGY BOTTOM EVENT RANCH,1,BOGGY BOTTOM RANCH,B,02,DISINFECT/HYPOCHLORIN
6296283,GRIMES HARDWARE CENTER,1,GRIMES HARDWARE CENTER,B,02,DISINFECT/HYPOCHLORIN
6296284,ENCOMIENDAS LATINAS,1,VILLAGE LAWN CARE/ZYN PROPERT,B,02,DISINFECT/HYPOCHLORIN
6296285,GOODSON FARMS FRUIT STAND,1,GOODSON FARMS PLANT,B,02,DISINFECT/HYPOCHLORIN
6296286,VALENCIA LAKES,1,VALENCIA LAKES PLANT,B,02,DISINFECT/HYPOCHLORIN
6296287,SHEFFIELD OAKS MLC,1,SHEFFIELD OAKS MLC PLANT,B,02,DISINFECT/HYPOCHLORIN
6296289,LOVE AND GLORY LEARNING CENTER,1,LOVE AND GLORY LEARNING CENTER,B,02,DISINFECT/HYPOCHLORIN
6296290,MATHIS MIGRANT LABOR CAMP,1,MATHIS MLC,B,02,DISINFECT/HYPOCHLORIN
6296291,RUSKIN MOBILE HOME PARK,1,RUSKIN MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
6296291,RUSKIN MOBILE HOME PARK,1,RUSKIN MOBILE HOME PARK,E,29,T-O CTRL/CARTRIDGE FILTR
6296291,RUSKIN MOBILE HOME PARK,1,RUSKIN MOBILE HOME PARK,E,32,TASTE-ODOR CONTROL/PEROXIDE
6296291,RUSKIN MOBILE HOME PARK,1,RUSKIN MOBILE HOME PARK,Z,18,OTHER/SEQUESTATION
6296292,CONGREGATION OF YAHWEH,1,CONGREGATION OF YAHWEH PLANT,B,02,DISINFECT/HYPOCHLORIN
6296292,CONGREGATION OF YAHWEH,1,CONGREGATION OF YAHWEH PLANT,C,29,PART-RMVL/CARTRIDGE FILTR
6296293,BACHELORS MLC,1,BACHELOR'S MLC,B,02,DISINFECT/HYPOCHLORIN
6296294,THREE STAR CAMP,1,THREE STAR CAMP,B,02,DISINFECT/HYPOCHLORIN
6296295,DIMARE RUSKIN INC,1,DIMARE PLANT,A,,NO TRTMT
6296296,ZION CHRISTIAN FELLOWSHIP CHURCH,1,ZION CHRISTIAN PLANT,B,02,DISINFECT/HYPOCHLORIN
