PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source
FL-3590338,ELDER SPRINGS TRAILER PARK,Non-Adjusted,Seminole (Primary),55,Natural                       ,No,Ground
FL-3590473,SEMINOLE COUNTY NORTHEAST,Adjusted,Seminole (Primary),17816,H2SiF6,Yes,Ground
FL-3590497,HARMONY HOMES,Non-Adjusted,Seminole (Primary),141,Natural                       ,No,Ground
FL-3590571,SEMINOLE COUNTY SOUTHEAST,Adjusted,Seminole (Primary),62625,H2SiF6,Yes,Ground
FL-3590615,JANSEN S/D,Non-Adjusted,Seminole (Primary),776,Natural                       ,No,Ground
FL-3590685,LAKE BRANTLEY,Consecutive,Seminole (Primary),172,Natural                       ,No,Ground
FL-3590698,LAKE HARNEY WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),626,Natural                       ,No,Ground
FL-3590762,LITTLE WEKIVA ESTATES,Non-Adjusted,Seminole (Primary),191,Natural                       ,No,Ground
FL-3590785,SEMINOLE COUNTY SOUTHWEST,Adjusted,Seminole (Primary),8603,H2SiF6,Yes,Ground
FL-3590823,MEREDITH MANOR,Consecutive,Seminole (Primary),1563,Natural                       ,No,Ground
FL-3590865,MULLET LAKE WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),873,Natural                       ,No,Ground
FL-3590879,"WINTER SPRINGS, CITY OF (WEST)",Non-Adjusted,Seminole (Primary),30988,Natural                       ,No,Ground
FL-3590912,OAKLAND SHORES,Consecutive,Seminole (Primary),705,H2SiF6,Yes,Ground
FL-3590970,OVIEDO & A.M.JONES WTPS,Adjusted,Seminole (Primary),41741,H2SiF6,Yes,Ground
FL-3590988,PALM VALLEY MOBILE HOME PARK,Non-Adjusted,Seminole (Primary),1320,Natural                       ,No,Ground
FL-3590993,PARK RIDGE,Non-Adjusted,Seminole (Primary),220,Natural                       ,No,Ground
FL-3591008,PHILLIPS SECTION,Consecutive,Seminole (Primary),244,H2SiF6,Yes,Ground
FL-3591061,RAVENNA PARK,Non-Adjusted,Seminole (Primary),1882,Natural                       ,No,Ground
FL-3591121,SANLANDO UTIL/WEKIVA HUNT CLUB,Non-Adjusted,Seminole (Primary),33041,Natural                       ,No,Ground
FL-3591248,SPRING HAMMOCK MHP,Non-Adjusted,Seminole (Primary),134,Natural                       ,No,Ground
FL-3591395,TWELVE OAKS R.V.RESORT,Non-Adjusted,Seminole (Primary),447,Natural                       ,No,Ground
FL-3591451,WEATHERSFIELD,Consecutive,Seminole (Primary),3774,H2SiF6,Yes,Ground
FL-3594050,SEMINOLE WOODS COMMUNITY ASSN,Non-Adjusted,Seminole (Primary),697,Natural                       ,No,Ground
FL-3594107,SEMINOLE COUNTY NORTHWEST,Adjusted,Seminole (Primary),28600,H2SiF6,Yes,Ground
FL-3594186,BLACK HAMMOCK -MSBU,Consecutive,Seminole (Primary),698,H2SiF6,Yes,Ground
FL-3594214,CHASE GROVES,Consecutive,Seminole (Primary),3623,H2SiF6,Yes,Ground
FL-3594216,SUNSHADOWS APARTMENTS,Consecutive,Seminole (Primary),882,H2SiF6,Yes,Ground
FL-3594230,MIDWAY-CANAAN WATER ASSOCIATION,Consecutive,Seminole (Primary),1341,H2SiF6,Yes,Ground
FL-3640019,JOHN KNOX VILLAGE,Non-Adjusted,Volusia (Primary),662,Natural                       ,No,Ground
FL-3640156,MEADOWLEA ESTATES,Non-Adjusted,Volusia (Primary),252,Natural                       ,No,Ground
FL-3640158,CASSADAGA WATER SUPPLY,Consecutive,Volusia (Primary),248,Natural                       ,No,Ground
FL-3640275,"DAYTONA BEACH, CITY OF",Adjusted,Volusia (Primary),68580,Na2SiF6 Dry,Yes,Ground
FL-3640285,APPLEGATE ESTATES MHP,Non-Adjusted,Volusia (Primary),246,Natural                       ,No,Ground
FL-3640286,"DELAND, CITY OF",Adjusted,Volusia (Primary),45520,H2SiF6,Yes,Ground
FL-3640287,DELTONA LAKES,Non-Adjusted,Volusia (Primary),70051,Natural                       ,No,Ground
FL-3640331,"EDGEWATER, CITY OF",Non-Adjusted,Volusia (Primary),22985,Natural                       ,No,Ground
FL-3640336,ELDORADO ESTATES,Non-Adjusted,Volusia (Primary),224,Natural                       ,No,Ground
FL-3640403,FLA.UNITED METH.CHILDRENS HOME,Non-Adjusted,Volusia (Primary),179,Natural                       ,No,Ground
FL-3640412,SPRUCE CREEK FLY IN,Non-Adjusted,Volusia (Primary),3011,Natural                       ,No,Ground
FL-3640528,HIDDEN VALLEY PARK,Non-Adjusted,Volusia (Primary),247,Natural                       ,No,Ground
FL-3640557,"HOLLY HILL, CITY OF",Adjusted,Volusia (Primary),12014,H2SiF6,Yes,Ground
FL-3640643,KOVE ESTATES ASSOCIATION,Non-Adjusted,Volusia (Primary),494,Natural                       ,No,Ground
FL-3640682,LAKE ASHBY MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),82,Natural                       ,No,Ground
FL-3640683,LAKE BERESFORD,Non-Adjusted,Volusia (Primary),1767,Natural                       ,No,Ground
FL-3640727,LAKESIDE VILLAGE MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),54,Natural                       ,No,Ground
FL-3640748,LEMON BLUFF WATER ASSOCIATION,Non-Adjusted,Volusia (Primary),141,Natural                       ,No,Ground
FL-3640876,"NEW SMYRNA BEACH, CITY OF",Adjusted,Volusia (Primary),56601,Na2SiF6 Dry,Yes,Ground
FL-3640945,Orange City Country Village,Non-Adjusted,Volusia (Primary),1627,Natural                       ,No,Ground
FL-3640946,ORANGE CITY UTILITIES,Non-Adjusted,Volusia (Primary),9863,Natural                       ,No,Ground
FL-3640955,ORANGEWOOD MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),60,Natural                       ,No,Ground
FL-3640963,"ORMOND BEACH, CITY OF",Adjusted,Volusia (Primary),45272,H2SiF6,Yes,Ground
FL-3641014,PINE ISLAND UTILITY CORP.,Non-Adjusted,Volusia (Primary),260,Natural                       ,No,Ground
FL-3641041,TOWN OF PONCE INLET,Consecutive,Volusia (Primary),3323,H2SiF6,Yes,Ground
FL-3641044,"PORT ORANGE, CITY OF",Adjusted,Volusia (Primary),66908,H2SiF6,Yes,Ground
FL-3641216,"SOUTH DAYTONA,CITY OF",Consecutive,Volusia (Primary),11177,Na2SiF6 Dry,Yes,Ground
FL-3641308,SUNNY SANDS RESORT INC.,Non-Adjusted,Volusia (Primary),89,Natural                       ,No,Ground
FL-3641315,ENCORE-SUNSHINE HOLIDAY PARK,Non-Adjusted,Volusia (Primary),139,Natural                       ,No,Ground
FL-3641324,TOWN OF PIERSON/OP.BY VCU,Non-Adjusted,Volusia (Primary),2376,Natural                       ,No,Ground
FL-3641336,SOUTHWEST INTERCONNECT,Non-Adjusted,Volusia (Primary),15704,Natural                       ,No,Ground
FL-3641373,TOMOKA VIEW ESTATES,Non-Adjusted,Volusia (Primary),436,Natural                       ,No,Ground
FL-3641399,TWIN RIVERS ESTATES,Non-Adjusted,Volusia (Primary),165,Natural                       ,No,Ground
FL-3641401,TYMBER CREEK UTILITIES,Consecutive,Volusia (Primary),900,H2SiF6,Yes,Ground
FL-3641444,PHOENIX ESTATES,Non-Adjusted,Volusia (Primary),147,Natural                       ,No,Ground
FL-3641550,LAKE HELEN WATER DEPARTMENT,Non-Adjusted,Volusia (Primary),2414,Natural                       ,No,Ground
FL-3644119,VILLAGE OF PINE RUN UTILITY CORP.,Non-Adjusted,Volusia (Primary),231,Natural                       ,No,Ground
FL-3644123,HALIFAX PLANTATION,Non-Adjusted,Volusia (Primary),4407,Natural                       ,No,Ground
FL-3644125,"MAGNOLIAS,THE ATTN:MR. KEERAN",Non-Adjusted,Volusia (Primary),352,Natural                       ,No,Ground
FL-3644127,JUNGLE DEN,Consecutive,Volusia (Primary),206,Natural                       ,No,Ground
FL-3644155,VC/SOUTHWEST WTP-2,Non-Adjusted,Volusia (Primary),3306,Natural                       ,No,Ground
FL-3644157,TOSCANA SUBDIVISION,Non-Adjusted,Volusia (Primary),36,Natural                       ,No,Ground
FL-3644279,HALCRESS/LOPEZ MHP,Non-Adjusted,Volusia (Primary),28,Natural                       ,No,Ground
FL-3644292,LAKE REESER COTTAGES,Non-Adjusted,Volusia (Primary),48,Natural                       ,No,Ground
FL-3644327,STONE ISLAND,Consecutive,Volusia (Primary),636,Natural                       ,No,Ground
FL-3644328,ENTERPRISE,Consecutive,Volusia (Primary),248,Natural                       ,No,Ground
FL-3644329,SOUTHEAST VOLUSIA INTERCONNECTED,Consecutive,Volusia (Primary),3522,Natural                       ,No,Ground
FL-3644332,NEW HOPE VILLAS OF SEVILLE,Non-Adjusted,Volusia (Primary),207,Natural                       ,No,Ground
FL-3644349,LAKES OF PINE RUN,Consecutive,Volusia (Primary),79,Natural                       ,No,Ground
FL-4060162,BCWWS 3B/C,Consecutive,Broward (Primary),29193,H2SiF6,Yes,Ground
FL-4060163,BCWWS 2A,Adjusted,Broward (Primary),48839,H2SiF6,Yes,Ground
FL-4060165,BCWWS 3A,Consecutive,Broward (Primary),14347,H2SiF6,Yes,Ground
FL-4060167,BCWWS 1A,Adjusted,Broward (Primary),67333,H2SiF6,Yes,Ground
FL-4060253,"DANIA BEACH, CITY OF",Adjusted,Broward (Primary),15318,H2SiF6,Yes,Ground
FL-4060254,"DEERFIELD BEACH, CITY OF E & W",Adjusted,Broward (Primary),47165,H2SiF6,Yes,Ground
FL-4060282,COOPER CITY,Adjusted,Broward (Primary),30179,H2SiF6,Yes,Ground
FL-4060290,"CORAL SPRINGS, CITY OF",Adjusted,Broward (Primary),58119,H2SiF6,Yes,Ground
FL-4060291,CORAL SPRINGS IMPROVEMENT DIST,Adjusted,Broward (Primary),35765,H2SiF6,Yes,Ground
FL-4060344,"DAVIE, TOWN OF, #3 & #5",Adjusted,Broward (Primary),23247,H2SiF6,Yes,Ground
FL-4060419,FERNCREST UTILITIES,Adjusted,Broward (Primary),2792,H2SiF6,Yes,Ground
FL-4060486,"FORT LAUDERDALE, CITY OF",Adjusted,Broward (Primary),162951,H2SiF6,Yes,Ground
FL-4060573,"HALLANDALE, CITY OF",Adjusted,Broward (Primary),35765,H2SiF6,Yes,Ground
FL-4060615,"HILLSBORO BEACH, TOWN OF",Adjusted,Broward (Primary),1788,H2SiF6,Yes,Ground
FL-4060642,"HOLLYWOOD, CITY OF",Adjusted,Broward (Primary),131943,H2SiF6,Yes,Ground
FL-4060787,"LAUDERHILL, CITY OF",Adjusted,Broward (Primary),49177,H2SiF6,Yes,Ground
FL-4060845,"MARGATE, CITY OF",Adjusted,Broward (Primary),55663,H2SiF6,Yes,Ground
FL-4060925,MIRAMAR (EAST & WEST) PLANTS,Adjusted,Broward (Primary),114181,H2SiF6,Yes,Ground
FL-4060976,"NORTH LAUDERDALE, CITY OF",Adjusted,Broward (Primary),31929,H2SiF6,Yes,Ground
FL-4060989,OAKLAND PARK CITY OF,Consecutive,Broward (Primary),25021,H2SiF6,Yes,Ground
FL-4061083,PEMBROKE PINES,Adjusted,Broward (Primary),167613,H2SiF6,Yes,Ground
FL-4061121,"PLANTATION, EAST & CENTRAL",Adjusted,Broward (Primary),76445,H2SiF6,Yes,Ground
FL-4061127,CITY OF WESTON (INDIAN TRACE),Consecutive,Broward (Primary),46763,H2SiF6,Yes,Ground
FL-4061129,"POMPANO BEACH, CITY OF",Adjusted,Broward (Primary),75107,H2SiF6,Yes,Ground
FL-4061408,"SUNRISE #3, CITY OF",Adjusted,Broward (Primary),64735,H2SiF6,Yes,Ground
FL-4061410,"SUNRISE #1, CITY OF",Adjusted,Broward (Primary),71128,H2SiF6,Yes,Ground
FL-4061429,"TAMARAC (WEST), CITY OF",Adjusted,Broward (Primary),57039,H2SiF6,Yes,Ground
FL-4061517,ROYAL UTILITY COMPANY,Adjusted,Broward (Primary),4007,H2SiF6,Yes,Ground
FL-4061574,"WILTON MANORS, CITY OF",Consecutive,Broward (Primary),10461,H2SiF6,Yes,Ground
FL-4061584,"COCONUT CREEK, CITY OF",Consecutive,Broward (Primary),48283,H2SiF6,Yes,Ground
FL-4061593,"TAMARAC (EAST), CITY OF",Consecutive,Broward (Primary),2309,H2SiF6,Yes,Ground
FL-4061925,DAVIE (HACIENDA VILLAGE),Consecutive,Broward (Primary),894,H2SiF6,Yes,Ground
FL-4061957,PARKLAND UTILITIES INC,Adjusted,Broward (Primary),2316,H2SiF6,Yes,Ground
FL-4064326,SOUTH BROWARD UTILITY/SUNRISE,Adjusted,Broward (Primary),9612,H2SiF6,Yes,Ground
FL-4064390,NORTH SPRINGS IMPROVEMENT DIST,Adjusted,Broward (Primary),33415,H2SiF6,Yes,Ground
FL-4130077,BAL HARBOUR VILLAGE,Consecutive,Miami-Dade (Primary),2735,Na2SiF6 Dry,Yes,Ground
FL-4130089,"BAY HARBOR ISLANDS, TOWN OF",Consecutive,Miami-Dade (Primary),5241,Na2SiF6 Dry,Yes,Ground
FL-4130255,FLORIDA CITY,Non-Adjusted,Miami-Dade (Primary),10730,Natural                       ,No,Ground
FL-4130588,REDLANDS MOBILE HOME PARK,Non-Adjusted,Miami-Dade (Primary),143,Natural                       ,No,Ground
FL-4130604,"HIALEAH, CITY OF",Adjusted,Miami-Dade (Primary),214591,Unknown,Yes,Ground
FL-4130645,"HOMESTEAD, CITY OF",Adjusted,Miami-Dade (Primary),61193,H2SiF6,Yes,Ground
FL-4130662,INDIAN CREEK VILLAGE,Consecutive,Miami-Dade (Primary),39,Na2SiF6 Dry,Yes,Ground
FL-4130833,JONES' TRAILER PARK,Non-Adjusted,Miami-Dade (Primary),89,Natural                       ,No,Ground
FL-4130871,MDWASA - MAIN SYSTEM,Adjusted,Miami-Dade (Primary),2056501,Na2SiF6 Dry,Yes,Ground
FL-4130901,"MIAMI BEACH, CITY OF",Consecutive,Miami-Dade (Primary),80568,Na2SiF6 Dry,Yes,Ground
FL-4130970,NORTH BAY VILLAGE,Consecutive,Miami-Dade (Primary),7436,Na2SiF6 Dry,Yes,Ground
FL-4130977,"NORTH MIAMI, CITY OF",Adjusted,Miami-Dade (Primary),78996,H2SiF6,Yes,Ground
FL-4131001,"OPA LOCKA, CITY OF",Consecutive,Miami-Dade (Primary),14734,Na2SiF6 Dry,Yes,Ground
FL-4131202,MDWASA/REX UTILITIES,Non-Adjusted,Miami-Dade (Primary),40415,Natural                       ,No,Ground
FL-4131206,REX UTILITIES INC/REDAVO,Consecutive,Miami-Dade (Primary),344,H2SiF6,Yes,Ground
FL-4131312,SILVER PALM PLACE,Non-Adjusted,Miami-Dade (Primary),224,Natural                       ,No,Ground
FL-4131403,AMERICANA VILLAGE,Non-Adjusted,Miami-Dade (Primary),1878,Natural                       ,No,Ground
FL-4131424,"SURFSIDE, TOWN OF",Consecutive,Miami-Dade (Primary),5365,Na2SiF6 Dry,Yes,Ground
FL-4131474,MEDLEY WATER DEPARTMENT,Consecutive,Miami-Dade (Primary),857,Na2SiF6 Dry,Yes,Ground
FL-4131531,"VIRGINIA GARDENS, VILLAGE OF",Consecutive,Miami-Dade (Primary),2210,Na2SiF6 Dry,Yes,Ground
FL-4131558,"WEST MIAMI, CITY OF",Consecutive,Miami-Dade (Primary),7260,Na2SiF6 Dry,Yes,Ground
FL-4131618,NORTH MIAMI BEACH,Adjusted,Miami-Dade (Primary),160944,H2SiF6,Yes,Ground
FL-4134357,FKAA FLORIDA CITY PLANT,Adjusted,Miami-Dade (Primary),76895,H2SiF6,Yes,Ground
FL-4134358,DADE JUVENILE RESIDENTIAL FACILITY,Non-Adjusted,Miami-Dade (Primary),67,Natural                       ,No,Ground
FL-4134365,HIALEAH GARDENS,Consecutive,Miami-Dade (Primary),17883,Na2SiF6 Dry,Yes,Ground
FL-4430259,"STUART, CITY OF - WATER PLANT",Adjusted,Martin (Primary),16988,H2SiF6,Yes,Ground
FL-4430484,SOUTH FORK HOMEOWNER UTIL.CORP,Consecutive,Martin (Primary),179,Natural                       ,No,Ground
FL-4430624,SOUTH MARTIN REGIONAL UTILITIES,Non-Adjusted,Martin (Primary),24142,Natural                       ,No,Ground
FL-4430667,"INDIANTOWN COMPANY, INC.",Non-Adjusted,Martin (Primary),5228,Natural                       ,No,Ground
FL-4430774,LAKESIDE VILLAGE MBL HOME PARK,Non-Adjusted,Martin (Primary),197,Natural                       ,No,Ground
FL-4430956,NATALIE ESTATES MOBILE HOME PK,Non-Adjusted,Martin (Primary),224,Natural                       ,No,Ground
FL-4431050,PALM CIRCLE COTTAGES AND MHP,Non-Adjusted,Martin (Primary),89,Natural                       ,No,Ground
FL-4431235,RONNY'S MOBILE RANCH,Non-Adjusted,Martin (Primary),80,Natural                       ,No,Ground
FL-4431379,ST. LUCIE MOBILE VILLAGE,Non-Adjusted,Martin (Primary),671,Natural                       ,No,Ground
FL-4431456,SOUNDINGS YACHT & TENNIS CLUB,Non-Adjusted,Martin (Primary),402,Natural                       ,No,Ground
FL-4431582,WOODBRIDGE MOBILE VILLAGE,Non-Adjusted,Martin (Primary),169,Natural                       ,No,Ground
FL-4431870,J & S FISH CAMP,Non-Adjusted,Martin (Primary),36,Natural                       ,No,Ground
FL-4431883,CORA-WIN COVE,Non-Adjusted,Martin (Primary),148,Natural                       ,No,Ground
FL-4431891,MARTIN CO UTIL UTILITIES,Non-Adjusted,Martin (Primary),85950,Natural                       ,No,Ground
FL-4434000,SAILFISH POINT UTILITY CORP.,Non-Adjusted,Martin (Primary),1024,Natural                       ,No,Ground
FL-4434014,ST. LUCIE FALLS,Consecutive,Martin (Primary),446,Natural                       ,No,Ground
FL-4470257,OKEECHOBEE UTILITY AUTHORITY,Non-Adjusted,Okeechobee (Primary),17883,Natural                       ,No,Ground
FL-4470472,OKEECHOBEE YOUTH DEVELOPMENT,Non-Adjusted,Okeechobee (Primary),313,Natural                       ,No,Ground
FL-4471736,VILLA MARGARET,Non-Adjusted,Okeechobee (Primary),118,Natural                       ,No,Ground
FL-4474396,ANCIENT OAKS RV RESORT,Non-Adjusted,Okeechobee (Primary),666,Natural                       ,No,Ground
FL-4474453,BLUE CYPRESS GOLF & RV PARK,Non-Adjusted,Okeechobee (Primary),374,Natural                       ,No,Ground
FL-4474462,MCARTHUR/LINE 1/SE,Non-Adjusted,Okeechobee (Primary),50,Natural                       ,No,Ground
FL-4474467,OAK PARK LLC,Non-Adjusted,Okeechobee (Primary),89,Natural                       ,No,Ground
FL-4474474,MCARTHUR/LINE 7/SW,Non-Adjusted,Okeechobee (Primary),129,Natural                       ,No,Ground
FL-4474497,OKEECHOBEE CORRECTIONAL INST,Non-Adjusted,Okeechobee (Primary),1520,Natural                       ,No,Ground
FL-4500014,WELLINGTON WTP,Adjusted,Palm Beach (Primary),50496,H2SiF6,Yes,Ground
FL-4500062,MARALAGO CAY MHP,Non-Adjusted,Palm Beach (Primary),1073,Natural                       ,No,Ground
FL-4500068,"ATLANTIS, CITY OF",Consecutive,Palm Beach (Primary),2682,H2SiF6,Yes,Ground
FL-4500130,BOCA RATON WTP,Non-Adjusted,Palm Beach (Primary),116237,Natural                       ,No,Ground
FL-4500145,BOYNTON BEACH WTP,Adjusted,Palm Beach (Primary),100143,H2SiF6,Yes,Ground
FL-4500264,COLONIAL ESTATES MHP,Non-Adjusted,Palm Beach (Primary),402,Natural                       ,No,Ground
FL-4500351,DELRAY BEACH WATER DEPARTMENT,Adjusted,Palm Beach (Primary),53827,H2SiF6,Yes,Ground
FL-4500455,SEMINOLE MANOR SUBDIVISION,Consecutive,Palm Beach (Primary),2910,H2SiF6,Yes,Ground
FL-4500466,LAKE CLARKE SHORES,Consecutive,Palm Beach (Primary),2207,Natural                       ,No,Ground
FL-4500565,"GULFSTREAM, TOWN OF",Consecutive,Palm Beach (Primary),895,H2SiF6,Yes,Ground
FL-4500609,HIGHLAND BEACH WATER PLANT,Non-Adjusted,Palm Beach (Primary),3164,Natural                       ,No,Ground
FL-4500634,PALM LAKE  ESTATES NORTH,Consecutive,Palm Beach (Primary),429,Natural                       ,No,Ground
FL-4500773,LAKE WORTH UTILITIES,Non-Adjusted,Palm Beach (Primary),42918,Natural                       ,No,Ground
FL-4500784,LANTANA WATER TREATMENT PLANT,Non-Adjusted,Palm Beach (Primary),8433,Natural                       ,No,Ground
FL-4500840,MANALAPAN WTP(LEROY C.PASLAY),Non-Adjusted,Palm Beach (Primary),380,Natural                       ,No,Ground
FL-4500841,"MANGONIA PARK, TOWN OF",Non-Adjusted,Palm Beach (Primary),2135,Natural                       ,No,Ground
FL-4500981,"TROPICAL BREEZE ESTATES,INC",Non-Adjusted,Palm Beach (Primary),536,Natural                       ,No,Ground
FL-4501039,FAITH FARMS MINISTRIES,Non-Adjusted,Palm Beach (Primary),156,Natural                       ,No,Ground
FL-4501058,"PALM SPRINGS, VILLAGE OF",Non-Adjusted,Palm Beach (Primary),29030,Natural                       ,No,Ground
FL-4501075,PARRY TRAILER VILLAGE,Non-Adjusted,Palm Beach (Primary),116,Natural                       ,No,Ground
FL-4501104,PINE GROVE VILLAGE,Non-Adjusted,Palm Beach (Primary),143,Natural                       ,No,Ground
FL-4501124,SEACOAST UTILITIES AUTHORITY,Non-Adjusted,Palm Beach (Primary),85964,Natural                       ,No,Ground
FL-4501229,"RIVIERA BEACH UTILITY DIST, CITY OF",Non-Adjusted,Palm Beach (Primary),28165,Natural                       ,No,Ground
FL-4501438,TEQUESTA WATER TREATMENT PLANT,Non-Adjusted,Palm Beach (Primary),13859,Natural                       ,No,Ground
FL-4501491,"JUPITER WATER SYSTEM,TOWN OF",Non-Adjusted,Palm Beach (Primary),79241,Natural                       ,No,Ground
FL-4501528,VILLAGE OF GOLF,Non-Adjusted,Palm Beach (Primary),3134,Natural                       ,No,Ground
FL-4501559,WEST PALM BEACH WTP,Adjusted,Palm Beach (Primary),91201,H2SiF6,Yes,Surface
FL-4504285,SUNSHINE MEADOWS,Non-Adjusted,Palm Beach (Primary),18,Natural                       ,No,Ground
FL-4504287,PALM LAKE  ESTATES SOUTH,Consecutive,Palm Beach (Primary),626,Natural                       ,No,Ground
FL-4504393,PALM BEACH COUNTY WATER UTILITIES,Adjusted,Palm Beach (Primary),534376,H2SiF6,Yes,Ground
FL-4504396,WHISPERING PINES MHP,Consecutive,Palm Beach (Primary),680,H2SiF6,Yes,Ground
FL-4504998,HYPOLUXO VILLAGE,Consecutive,Palm Beach (Primary),1471,Natural                       ,No,Ground
FL-4505002,PELICAN WATER CORPORATION,Non-Adjusted,Palm Beach (Primary),198,Natural                       ,No,Ground
FL-4505005,GLADES UTILITIES AUTHORITY,Adjusted,Palm Beach (Primary),27303,H2SiF6,Yes,Ground
FL-4560069,COUNTRY COVE MOBILE HOME PARK,Non-Adjusted,St. Lucie (Primary),176,Natural                       ,No,Ground
FL-4560075,BENTONWOOD TRAILER PARK,Non-Adjusted,St. Lucie (Primary),72,Natural                       ,No,Ground
FL-4560266,COLONY CLUB MOBILE HOME PARK,Non-Adjusted,St. Lucie (Primary),91,Natural                       ,No,Ground
FL-4560490,FT. PIERCE UTILITIES AUTHORITY,Adjusted,St. Lucie (Primary),51860,H2SiF6,Yes,Ground
FL-4560954,PORT ST LUCIE UTILITIES,Adjusted,St. Lucie (Primary),141222,H2SiF6,Yes,Ground
FL-4560971,NORTH HUTCHINSON ISLAND,Consecutive,St. Lucie (Primary),3535,H2SiF6,Yes,Ground
FL-4561005,CYPRESS BAY MHP,Non-Adjusted,St. Lucie (Primary),78,Natural                       ,No,Ground
FL-4561689,HOLIDAY PINES,Consecutive,St. Lucie (Primary),2873,H2SiF6,Yes,Ground
FL-4561916,LAKEWOOD PARK SUBDIVISION,Non-Adjusted,St. Lucie (Primary),156,Natural                       ,No,Ground
FL-4564006,SPANISH LAKES COUNTRY CLUB VIL,Non-Adjusted,St. Lucie (Primary),2084,Natural                       ,No,Ground
FL-4564007,INDIAN RIVER LANDING,Non-Adjusted,St. Lucie (Primary),116,Natural                       ,No,Ground
FL-4564322,"GROVE OF FT. PIERCE,INC.  THE",Non-Adjusted,St. Lucie (Primary),1006,Natural                       ,No,Ground
FL-4564397,MEADOWWOOD,Non-Adjusted,St. Lucie (Primary),581,Natural                       ,No,Ground
FL-4564399,SANDALWOOD ESTATES S/D,Non-Adjusted,St. Lucie (Primary),107,Natural                       ,No,Ground
FL-4565002,HARBOUR RIDGE,Non-Adjusted,St. Lucie (Primary),1406,Natural                       ,No,Ground
FL-4565030,RESERVE UTILIIES,Consecutive,St. Lucie (Primary),4299,H2SiF6,Yes,Ground
FL-4565031,ST. LUCIE WEST UTILITIES,Adjusted,St. Lucie (Primary),19134,H2SiF6,Yes,Ground
FL-4565043,SPANISH LAKES FAIRWAYS,Non-Adjusted,St. Lucie (Primary),2790,Natural                       ,No,Ground
FL-4565097,LAKE MANOR MHP,Non-Adjusted,St. Lucie (Primary),89,Natural                       ,No,Ground
FL-4565154,H&ampH MHP,Non-Adjusted,St. Lucie (Primary),39,Natural                       ,No,Ground
FL-4565198,NETTLES ISLAND,Consecutive,St. Lucie (Primary),2732,H2SiF6,Yes,Ground
FL-4565204,Indian River Estates,Consecutive,St. Lucie (Primary),2115,H2SiF6,Yes,Ground
FL-5084082,CHARLOTTE CORRECTIONAL INST.,Non-Adjusted,Charlotte (Primary),1425,Natural                       ,No,Ground
FL-5084100,CHARLOTTE COUNTY UTILITIES,Consecutive,Charlotte (Primary),136241,Natural                       ,No,Surface
FL-5084110,NHC UTILITIES INC,Consecutive,Charlotte (Primary),359,Natural                       ,No,Surface
FL-5084111,RIVERWOOD COMMUNITY DEL. DIST.,Consecutive,Charlotte (Primary),1907,Natural                       ,No,Surface
FL-5084116,TOWN AND COUNTRY UTILITY,Non-Adjusted,Charlotte (Primary),2680,Natural                       ,No,Ground
FL-5084117,GATOR WILDERNESS CAMP SCHOOL,Non-Adjusted,Charlotte (Primary),39,Natural                       ,No,Ground
FL-5110058,LEE CYPRESS CO-OP,Non-Adjusted,Collier (Primary),224,Natural                       ,No,Ground
FL-5110087,BIG CYPRESS PARK HEADQUARTERS,Non-Adjusted,Collier (Primary),89,Natural                       ,No,Ground
FL-5110089,EVERGLADES  CITY,Non-Adjusted,Collier (Primary),2663,Natural                       ,No,Ground
FL-5110118,GOODLAND WATER COMPANY,Consecutive,Collier (Primary),720,Natural                       ,No,Surface
FL-5110142,IMMOKALEE WATER,Adjusted,Collier (Primary),23103,H2SiF6,Yes,Ground
FL-5110182,FWSC / MARCO SHORES UTILITIES,Consecutive,Collier (Primary),1473,Na2SiF6 Dry,Yes,Surface
FL-5110183,FWSC / MARCO ISLAND UTILITIES,Non-Adjusted,Collier (Primary),28460,Natural                       ,No,Surface
FL-5110198,NAPLES WATER DEPT,Adjusted,Collier (Primary),64377,Na2SiF6 Dry,Yes,Ground
FL-5110230,PORT OF THE ISLANDS,Non-Adjusted,Collier (Primary),1073,Natural                       ,No,Ground
FL-5114069,COLLIER COUNTY REGIONAL WTP,Adjusted,Collier (Primary),153227,Na2SiF6 Dry,Yes,Ground
FL-5114154,"AVE MARIA UTILITY COMPANY, LLLP",Non-Adjusted,Collier (Primary),5222,Natural                       ,No,Ground
FL-5220166,LAKEPORT WATER ASSOCIATION,Natural,Glades (Primary),1487,Natural                       ,Yes,Ground
FL-5220192,MOORE HAVEN WATER DEPT,Non-Adjusted,Glades (Primary),3340,Natural                       ,No,Ground
FL-5220235,RIVER OAKS SUBDIVISION,Non-Adjusted,Glades (Primary),107,Natural                       ,No,Ground
FL-5224074,WHISPER CREEK R.V. PARK,Non-Adjusted,Glades (Primary),787,Natural                       ,No,Ground
FL-5224091,MAPLE CORNER,Non-Adjusted,Glades (Primary),50,Natural                       ,No,Ground
FL-5260050,"LABELLE, CITY OF",Adjusted,Hendry (Primary),5244,H2SiF6,Yes,Ground
