,PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
23234,6534899,PALMS COUNTRY STORE,1,PALMS COUNTRY WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23235,6534900,FLORIDA POWER SUB- KATHLEEN,1,FLA POWER WATER PLANT,A,999.0,NO TRTMT
23236,6534901,FOREST HILLS RESORT,1,POLK CITY,B,2.0,DISINFECT/HYPOCHLORIN
23237,6534902,HICKORY LAKE ESTATES,1,HICKORY LAKE EST. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23238,6534903,NECESSARY SERVICES,1,POUNDS WATER PLANT,A,999.0,NO TRTMT
23239,6534904,SHEREX CHEMICAL/STEVE BASARAB,1,MULBERRY,A,999.0,NO TRTMT
23240,6534905,BILL'S MARKET,1,BILLS MARKET W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23241,6534906,"SMITH, GLENN AND SONS",1,GLENN SMITH'S WATER PLANT,A,999.0,NO TRTMT
23242,6534910,MT OLIVE MISSIONARY BAPTIST CH,1,MT. OLIVE MISS. BAPT. WELL,B,1.0,DISINFECT/GASEOUS CHLORIN
23243,6534911,MT CARMEL PRIMITIVE BAPTIST CH,1,MT CARMEL PRIM.BAPT. PLANT,A,999.0,NO TRTMT
23244,6534912,LITTLE SUN RAY,1,LITTLE SUN RAY WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23245,6534913,LEE FURNITURE OUTLET,1,LEE'S FURN. WATER PLANT,A,999.0,NO TRTMT
23246,6534914,"LAROCHE INDUSTRIES, INC",1,LAROCHE IND. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23247,6534915,DISCOUNT AUTO PARTS WAREHOUSE,1,DISCOUNT AUTO PARTS PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23248,6534917,CORONET RD. DUPLEXES,1,CORONET RD DUPLEXES WTP,B,2.0,DISINFECT/HYPOCHLORIN
23249,6534918,CAREFREE RV COUNTRY CLUB,1,CAREFREE RV WTP,B,2.0,DISINFECT/HYPOCHLORIN
23250,6534920,GLENN ABBEY FUNERAL HOME,1,GLENN ABBEY PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23251,6534921,"HALL, JACK ALUMINUM",1,JACK HALL WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23252,6534992,WINDWARD PALMS SUBDIVISION,1,LAKE WALES,B,2.0,DISINFECT/HYPOCHLORIN
23253,6534993,PEACE CREEK R.V. PARK,1,PEACE CREEK R.V. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23254,6534994,WILLOW OAK ESTATES,1,WILLOW OAK ESTATES WTP,B,2.0,DISINFECT/HYPOCHLORIN
23255,6534994,WILLOW OAK ESTATES,1,WILLOW OAK ESTATES WTP,S,41.0,ARSENIC REMOVAL/ADSORPTIVE MEDIA
23256,6534996,ORANGE ACRES RANCH,1,ORANGE ACRES WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23257,6534996,ORANGE ACRES RANCH,1,ORANGE ACRES WATER PLANT,R,25.0,RADS RMVL/ION EXCHANGE
23258,6534996,ORANGE ACRES RANCH,1,ORANGE ACRES WATER PLANT,Z,23.0,OTHER/GAC ADDITION
23259,6534997,UNITED AUTO BROKERS,1,C. A. BROWN WATER PLANT,A,999.0,NO TRTMT
23260,6534998,MANN MANOR,1,ROBINSON APARTMENTS WTP,B,2.0,DISINFECT/HYPOCHLORIN
23261,6534999,COUNTRY CLASS,1,COUNTRY CLASS WTP,B,2.0,DISINFECT/HYPOCHLORIN
23262,6534999,COUNTRY CLASS,1,COUNTRY CLASS WTP,D,18.0,CORR-CTRL/SEQUESTATION
23263,6534999,COUNTRY CLASS,1,COUNTRY CLASS WTP,D,36.0,CORR-CTRL/CORROSION INHIB
23264,6535000,REWIS FISH PROCESSING,1,REWIS FISH PROCESSING,B,2.0,DISINFECT/HYPOCHLORIN
23265,6535001,"PRIMA'S STORE, INC.",1,PRIMA'S STORE WTP,B,2.0,DISINFECT/HYPOCHLORIN
23266,6535002,ST. MARY'S ANGLICAN CHURCH,1,ST.MARY'S ANG. CH. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23267,6535003,WESTLAKE ROYAL ROOFING PLANT 1,1,MONIER LIFETILE WTP,B,2.0,DISINFECT/HYPOCHLORIN
23268,6535004,BRYAN`S AUTO PAINTING,1,BRYAN`S AUTO PAINTING,B,2.0,DISINFECT/HYPOCHLORIN
23269,6535005,GREGORY MOBILE HOME SALES,1,LAKE WALES,A,999.0,NO TRTMT
23270,6535006,HAMPTON BROTHERS AUTO REPAIR,1,WINTER HAVEN,B,2.0,DISINFECT/HYPOCHLORIN
23271,6535007,TIM'S GUNS & RANGE,1,TIM'S GUNS & RANGE WTP,B,2.0,DISINFECT/HYPOCHLORIN
23272,6535008,FELLOWSHIP HOLINESS CHURCH INC,1,LAKE WALES,A,999.0,NO TRTMT
23273,6535009,TRIPP INVESTMENTS INC.,1,TRIPP INVESTMENTS WTP,A,999.0,NO TRTMT
23274,6535010,A & B TRAILER PARK,1,A & B WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23275,6535010,A & B TRAILER PARK,2,HAINES CITY,B,2.0,DISINFECT/HYPOCHLORIN
23276,6535011,FLORIDA FOOD TANKERS CO.,1,SEABOARD TRANSPORTATION PLANT,A,999.0,NO TRTMT
23277,6535012,DALE ELECTRONICS INC,1,LAKE WALES,B,2.0,DISINFECT/HYPOCHLORIN
23278,6535014,K.O.R. GLOBAL,1,K.O.R.WATER PLANT,A,999.0,NO TRTMT
23279,6535015,OUR LADY GUADALUPE,1,OUR LADY GUADALUPE PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23280,6535016,APACHE PRODUCTS CO.,1,APACHE PRODUCTS CO.,B,2.0,DISINFECT/HYPOCHLORIN
23281,6535018,LOU`S HARDWARE,1,LAKE WALES,A,999.0,NO TRTMT
23282,6535021,GATOR CREEK CAMPGROUND,1,GATOR CREEK WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23283,6535021,GATOR CREEK CAMPGROUND,1,GATOR CREEK WATER PLANT,G,30.0,IRON RMVL/GREENSAND FILTR
23284,6535021,GATOR CREEK CAMPGROUND,1,GATOR CREEK WATER PLANT,H,25.0,SOFTENING/ION EXCHANGE
23285,6535022,ROADSIDE CAFE,1,LAKELAND,B,1.0,DISINFECT/GASEOUS CHLORIN
23286,6535023,EMERSON TRAILER PARTS & SUPP.,1,AUBURNDALE,A,999.0,NO TRTMT
23287,6535024,HARRELL'S INC. WAREHOUSE,1,HARRELL'S INC. WATER PLANT,A,999.0,NO TRTMT
23288,6535025,MIRACLE TOYOTA,1,MIRACLE TOYOTA WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23289,6535026,CENTRAL LEISURE LAKE MHP & RV,1,LEISURE LAKE MHP WTP,B,2.0,DISINFECT/HYPOCHLORIN
23290,6535027,THE WILLIAMS CO,1,AUBURNDALE,A,999.0,NO TRTMT
23291,6535029,WESTWIND INTERNATIONAL,1,BARTOW,B,2.0,DISINFECT/HYPOCHLORIN
23292,6535030,"CAREFREE CENTER,THE",1,CAREFREE CENTER W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23293,6535031,INTERNATIONAL CONSTRUCTION EQ,1,I.C.E. WATER PLANT,A,999.0,NO TRTMT
23294,6535032,PALMER ELECTRIC,1,WINTER HAVEN,A,999.0,NO TRTMT
23295,6535034,WESTHOFF CONSTRUCTION CO.,1,WESTHOFF CONSTRUCTION PLANT,A,999.0,NO TRTMT
23296,6535035,LAKELAND MEMORIAL GARDENS,1,LAKELAND MEM. GARDENS PLANT,A,999.0,NO TRTMT
23297,6535036,LAKE GIBSON DENTAL CENTER,1,LAKE GIBSON DENTAL WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23298,6535037,IMC FLOAT CREW TOOL SHED,1,BARTOW,B,2.0,DISINFECT/HYPOCHLORIN
23299,6535039,CUSTOM MONUMENTS,1,AUBURNDALE,A,999.0,NO TRTMT
23300,6535040,GOLDEN YEARS RETIREMENT HOME,1,GOLDEN YEARS WATER FACILITY,A,999.0,NO TRTMT
23301,6535041,SKOKIE ROAD GROUP HOME,1,LAKE WALES,A,999.0,NO TRTMT
23302,6535042,FLORIDA CENTRAL AUTO BROKER'S,1,AUBURNDALE,A,999.0,NO TRTMT
23303,6535043,CALLAWAY & SONS ELECTRONICS,1,CALLAWAY & SONS WATER PLANT,A,999.0,NO TRTMT
23304,6535044,ADVANCE TRAILERS,1,POWER SCREEN WATER PLANT,A,999.0,NO TRTMT
23305,6535045,ORANGE CO MAINTENANCE BARN,1,GROVE PROD- LUCERNE PARK,A,999.0,NO TRTMT
23306,6535046,OSBORN ORNAMENTAL IRON WORKS,1,OSBORNE 4 INCH WELL/TANK,A,999.0,NO TRTMT
23307,6535048,HAINES CITY MOOSE LODGE,1,CROSSING #2 BAR,A,999.0,NO TRTMT
23308,6535050,SUSANS DAY CAMP,1,WINTER HAVEN,A,999.0,NO TRTMT
23309,6535051,JUNO INDUSTRIES INC,1,JUNO IND WATER PLANT,A,999.0,NO TRTMT
23310,6535053,STANDARD SAND - POLK CITY MINE,1,POLK CITY MINE,A,999.0,NO TRTMT
23311,6535054,NEW HORIZONS,1,NEW HORIZONS W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23312,6535055,SWS - CYPRESS LAKES,1,CYPRESS LAKE UTILITIES WTP,B,2.0,DISINFECT/HYPOCHLORIN
23313,6535055,SWS - CYPRESS LAKES,1,CYPRESS LAKE UTILITIES WTP,B,4.0,DISINFECT/CHLORAMINES
23314,6535056,TENOROC STATE RESERVE/OFFICE,1,TENOROC STATE RESERVE/OFFICE,B,2.0,DISINFECT/HYPOCHLORIN
23315,6535056,TENOROC STATE RESERVE/OFFICE,1,TENOROC STATE RESERVE/OFFICE,G,14.0,IRON RMVL/RAPID SAND FIL
23316,6535056,TENOROC STATE RESERVE/OFFICE,1,TENOROC STATE RESERVE/OFFICE,H,25.0,SOFTENING/ION EXCHANGE
23317,6535057,TEEN CHALLENGE,1,TEEN CHALLENGE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23318,6535058,PARKER WAREHOUSES,1,WINTER HAVEN,A,999.0,NO TRTMT
23319,6535060,GENTILLY CORP (SADDLE CREEK CT,1,GENTILLY CORP  WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23320,6535061,TENOROC PICNIC AREA,1,TENOROC PICNIC AREA WTP,B,2.0,DISINFECT/HYPOCHLORIN
23321,6535061,TENOROC PICNIC AREA,1,TENOROC PICNIC AREA WTP,G,14.0,IRON RMVL/RAPID SAND FIL
23322,6535061,TENOROC PICNIC AREA,1,TENOROC PICNIC AREA WTP,H,25.0,SOFTENING/ION EXCHANGE
23323,6535062,POWER DISTRIBUTION SVCS INC,1,ENGINEERED COMPONENTS INC,B,2.0,DISINFECT/HYPOCHLORIN
23324,6535063,SOUTHERN OAKS MHP,1,SOUTHERN OAKS MHP WTP,B,2.0,DISINFECT/HYPOCHLORIN
23325,6535064,SWISS GOLF & TENNIS CLUB,1,SWISS GOLF & TENNIS W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23326,6535065,HOMES OF THE CENTURY,1,LAKE WALES,A,999.0,NO TRTMT
23327,6535066,LAKE WALES STORAGE INC,1,LAKE WALES STORAGE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23328,6535067,CSR RINKER  (A. TOWER),1,A TOWER WATER PLANT,A,999.0,NO TRTMT
23329,6535068,STANDARD SAND - FLINT PLANT,1,FLINT PLANT WATER PLANT,A,999.0,NO TRTMT
23330,6535069,STANDARD SAND & SILICA,1,STANDARD SAND & SILICA,A,999.0,NO TRTMT
23331,6535070,LELYNN RV RESORT,1,POLK CITY,B,1.0,DISINFECT/GASEOUS CHLORIN
23332,6535071,MOSAIC FERTILIZER LLC,1,CARGILL MAINT SHOP WELL # 1,B,2.0,DISINFECT/HYPOCHLORIN
23333,6535074,PHILLIPS BAIT & TACKLE #2,1,PHILLIPS BAIT WATER PLANT,A,999.0,NO TRTMT
23334,6535075,GOURMET HYDROPONICS INC,1,GOURMET HYDROPONICS INC PLANT,A,999.0,NO TRTMT
23335,6535078,TRINITY CONGREGATIONAL CHURCH,1,TRINITY CONG. CH. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23336,6535079,"PINECREST UTILITIE, LLC",1,PINECREST RANCHES WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23337,6535080,SOUTHERN TURF NURSERIES,1,LAKE WALES,A,999.0,NO TRTMT
23338,6535081,WORSHIP CENTER,1,CHURCH ALIVE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23339,6535082,"PRO FAB-TECH, INC.",1,"PRO FAB-TECH,INC WTP",A,999.0,NO TRTMT
23340,6535083,DIXIE LIME PRODUCTS,1,DOLIME MINERAL-DIXIE LIME WELL,A,999.0,NO TRTMT
23341,6535084,DIRECT CAPITAL GREEN ACRES LLC,1,GREEN ACRES MHP WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23342,6535085,AUTO DEPO/TIPPEL'S WRECKER SER,1,SKEEN AUTO WATER PLANT,A,999.0,NO TRTMT
23343,6535086,RAINBOW CHASE RV RESORT,1,RAINBOW CHASE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23344,6535087,POULTRY HEALTH SERVICE,1,POULTRY HEALTH SERVICE PLANT,A,999.0,NO TRTMT
23345,6535088,"C.A.R.S., INC",1,CARS W.T.P.,A,999.0,NO TRTMT
23346,6535090,BURNS INDUSTRIAL PARK,1,BURNS IND. PARK WELL,B,2.0,DISINFECT/HYPOCHLORIN
23347,6535091,HOMELAND GROUP HOME,1,BARTOW,A,999.0,NO TRTMT
23348,6535093,JOHN'S REFRIGERATION,1,JOHNS REFRIGERATION W.T.P.,A,999.0,NO TRTMT
23349,6535094,"DRAPER, LAURIE FURNITURE",1,L. DRAPER-MAXAIR WATER PLANT,A,999.0,NO TRTMT
23350,6535095,"CONSOLIDATED STAINLESS, INC.",1,GULF FLANGE HWY 60 WATER PLANT,A,999.0,NO TRTMT
23351,6535096,JACKSON WAREHOUSE,1,JACKSON WAREHOUSE WTP,A,999.0,NO TRTMT
23352,6535097,BAILEY PLACE MHP,1,BAILEY PLACE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23353,6535098,MAXIJET INCORPORATED,1,MAXIJET INC. WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23354,6535099,WAYSIDE BAPTIST CHURCH,1,WAYSIDE BAPTIST WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23355,6535100,SADDLE CREEK PARK III,1,SADDLE CREEK PARK III,B,2.0,DISINFECT/HYPOCHLORIN
23356,6535101,BONAFIDE MASONRY,1,BONAFIDE MASONRY WATER PLANT,A,999.0,NO TRTMT
23357,6535102,T-BONE ENTERPRISES,1,T-BONE ENTERPRISES WTP,A,999.0,NO TRTMT
23358,6535103,ISLAND FOOD STORE #701,1,ISLAND FOOD STORE #701,B,2.0,DISINFECT/HYPOCHLORIN
23359,6535104,CRESS ALLIGATOR PROCESSING,1,LAKELAND,A,999.0,NO TRTMT
23360,6535105,GRUBB'S WAREHOUSE,1,GRUBB'S WHSE. WATER PLANT,A,999.0,NO TRTMT
23361,6535106,USA INTERNATIONAL SPEEDWAY I,1,USA.INT.SPEEDWAY WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23362,6535107,SOUTH CENTRAL IRRIGATION,1,SCI WATER PLANT,A,999.0,NO TRTMT
23363,6535108,PAYDAY CARS INC,1,WINTER HAVEN,A,999.0,NO TRTMT
23364,6535109,SADDLEBAG SELF STORAGE,1,SADDLEBAG SELF STORAGE WTP,A,999.0,NO TRTMT
23365,6535112,CYPRESS LAKES SALES OFFICE,1,CYPRESS LAKES OFFICE,A,999.0,NO TRTMT
23366,6535113,OAKLEY TRANSPORT INC.,1,OAKLEY TRANSPORT INC. #1 WTP,B,2.0,DISINFECT/HYPOCHLORIN
23367,6535113,OAKLEY TRANSPORT INC.,2,OAKLEY TRANSPORT INC. #2 WTP,B,2.0,DISINFECT/HYPOCHLORIN
23368,6535114,APICO INTERNATIONAL INC.,1,APICO INT. INC. WATER PLANT,A,999.0,NO TRTMT
23369,6535115,SOUTHERN INDUSTRIAL SERVICING,1,SOUTHERN INDUSTRIAL SERVICING,A,999.0,NO TRTMT
23370,6535116,HALL COMMUNICATIONS,1,RADIO TOWER,A,999.0,NO TRTMT
23371,6535117,J K FOOD,1,ISLAND FOOD STORE #706,B,2.0,DISINFECT/HYPOCHLORIN
23372,6535118,"FLORIDA POWER CO., NO. BARTOW",1,FLORIDA POWER SUBSTATION,A,999.0,NO TRTMT
23373,6535119,B & K SMALL ENGINE REPAIR,1,GREEN TRACTOR SERVICE,A,999.0,NO TRTMT
23374,6535120,"BEST COAST STORAGE, LLC",1,WINTER HAVEN'S PREMIER CTR WTP,B,2.0,DISINFECT/HYPOCHLORIN
23375,6535121,KNIGHT ENTERPRISES,1,POLK COUNTY ELECTRIC,A,999.0,NO TRTMT
23376,6535122,HOMELAND HERITAGE PARK,1,HOMELAND HERITAGE WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23377,6535124,APPLIED AQUATIC MANAGEMENT,1,APPLIED AQUATIC MANAGEMENT,A,999.0,NO TRTMT
23378,6535125,N-V BOATS,1,N-V BOATS,A,999.0,NO TRTMT
23379,6535126,OUTER LIMITS LOUNGE,1,OUTER LIMIT WATER PLANT,A,999.0,NO TRTMT
23380,6535126,OUTER LIMITS LOUNGE,2,OUTER LIMITS LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
23381,6535126,OUTER LIMITS LOUNGE,3,OUTER LIMITS LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
23382,6535127,LAKELAND DRAG STRIP,1,LAKELAND DRAG STRIP W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23383,6535128,1ST SECURITY SELF STORAGE,1,1ST SEC WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23384,6535129,POLK COUNTY ANIMAL CONTROL,1,POLK C.A.C. WELL,B,2.0,DISINFECT/HYPOCHLORIN
23385,6535130,"MAQ MANAGEMENT, LLC",1,CIRCLE K # 7540 WTP,B,2.0,DISINFECT/HYPOCHLORIN
23386,6535131,LAST STAGE OUT OF TOWN,1,LAST STAGE WELL,A,999.0,NO TRTMT
23387,6535132,WASHINGTON MILLS CERAMICS CORP,1,WASHINGTON MILLS CERAMICS WTP,A,999.0,NO TRTMT
23388,6535133,"SOUTH CENTRAL IRRIGATION,INC",1,S.C.I. WELL,A,999.0,NO TRTMT
23389,6535135,"CHEMICAL CONTAINERS,INC.",1,C. C INC. WELL,B,2.0,DISINFECT/HYPOCHLORIN
23390,6535136,MINED LANDS AGRICULTURAL RES.,1,M.L.A.RES. WELL,A,999.0,NO TRTMT
23391,6535137,CUNNINGHAM R.V. SUPPLIES & SER,1,CUNNINGHAM WELL,A,999.0,NO TRTMT
23392,6535138,LILY LAKE GOLF & RV RESORTS,1,LILY LAKE GOLF &RV WELL,B,2.0,DISINFECT/HYPOCHLORIN
23393,6535139,CUMBERLAND FARMS #9743,1,LITTLE FOOD TOWN WELL,B,2.0,DISINFECT/HYPOCHLORIN
23394,6535140,POLK COUNTY SHERIFF'S GUN CLUB,1,GUN CLUB WELL,A,999.0,NO TRTMT
23395,6535141,DERONS CUSTOM SCREEN PRINTING,1,L. ALFRED FRUIT CO. WELL,A,999.0,NO TRTMT
23396,6535142,EAGLE RIDGE MOBILE HOME/RV PARK,1,EAGLE RIDGE MHP WTP,B,2.0,DISINFECT/HYPOCHLORIN
23397,6535143,"SIZEMORE SALES, INC.",1,CROWN TOMATOES PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23398,6535144,BOB'S AUTO SALES,1,BOB'S AUTO WATER PLANT,A,999.0,NO TRTMT
23399,6535145,CART LAND OF LAKELAND,1,CART LAND OF LAKELAND WTP,A,999.0,NO TRTMT
23400,6535146,MECANICAL CONSULTANTS,1,MECH. CONS. WELL,A,999.0,NO TRTMT
23401,6535147,CSR RINKER  (JOSHUA MINE),1,JOSHUA MINE W.T.P.,A,999.0,NO TRTMT
23402,6535148,RESMONDO SOD FARM,1,RESMONDO SOD W.T.P.,A,999.0,NO TRTMT
23403,6535149,RIDGEWOOD NURSERY,1,THAYER IND,A,999.0,NO TRTMT
23404,6535150,ST. ANTHONY'S CATHOLIC CHURCH,1,ST. ANTHONY'S WELL,A,999.0,NO TRTMT
23405,6535151,DRANEFIELD MHP #3,1,DRANEFIELD W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23406,6535152,LOUGHMAN COMMUNITY CLUB,1,LOUGHMAN COMMUNITY CLUB WELL,B,2.0,DISINFECT/HYPOCHLORIN
23407,6535153,"ADVANCED SEPARATION TECH.,INC.",1,ADVANCED WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23408,6535154,FLORIDA LOG AND TIMBER,1,Unknown,A,999.0,NO TRTMT
23409,6535155,LITTRELL'S UNLIMITED CORP,1,KONGER WATER PLANT,A,999.0,NO TRTMT
23410,6535156,MID-STATE PAVING,1,MID STATE PAVING W.T.P.,A,999.0,NO TRTMT
23411,6535157,WARD TRAILER RENTALS,1,4 INCH WELL,A,999.0,NO TRTMT
23412,6535158,PARKER GLASS COMPANY,1,PARKER GLASS,A,999.0,NO TRTMT
23413,6535159,CHAN WAREHOUSE,1,CHAN WAREHOUSE,A,999.0,NO TRTMT
23414,6535160,ADAMS FRUIT COMPANY,1,ADAMS FRUIT CO. WATER,A,999.0,NO TRTMT
23415,6535161,CHEMICAL LIME,1,ALLIED LIME CO W.T.P.,A,999.0,NO TRTMT
23416,6535162,"NEW LIFE CHRISTIAN HOME, INC",1,NEW LIFE WATER PLANT,A,999.0,NO TRTMT
23417,6535163,BECKY'S DANCE WORLD,1,BECK'S WATER PLANT,A,999.0,NO TRTMT
23418,6535164,"AOC, L.L.C.",1,"AOC, L.L.C. WTP",B,2.0,DISINFECT/HYPOCHLORIN
23419,6535165,SOUTHERN ENTERPRISES/S. SMITH,1,Unknown,A,999.0,NO TRTMT
23420,6535166,ST. SOPHIA GREEK ORTHODOX CH.,1,ST.SOPHIA CHURCH WELL,B,2.0,DISINFECT/HYPOCHLORIN
23421,6535167,TROPICAL PUMP AND MACHINERY,1,Unknown,A,999.0,NO TRTMT
23422,6535168,SUNSHINE STATE MH SALES,1,WELL NO. 1,A,999.0,NO TRTMT
23423,6535169,FIRST BAPTIST CHURCH - HOMELND,1,FIRST BAPTIST W.T.P.,B,2.0,DISINFECT/HYPOCHLORIN
23424,6535169,FIRST BAPTIST CHURCH - HOMELND,2,IMPORT ERROR,B,2.0,DISINFECT/HYPOCHLORIN
23425,6535170,FIRST CHURCH OF THE OVERCOMER,1,FIRST CHURCH OF THE OVERCOMER,A,999.0,NO TRTMT
23426,6535171,SWEETWATER COMMUNITY INC,1,SWEETWATER PLANT #1/GATE WTP,B,2.0,DISINFECT/HYPOCHLORIN
23427,6535171,SWEETWATER COMMUNITY INC,2,SWEETWATER WEST #2/HOLE #12WTP,B,2.0,DISINFECT/HYPOCHLORIN
23428,6535172,GOLDEN POND R.V. PARK,1,WELL NO. 1,A,999.0,NO TRTMT
23429,6535173,MAJIK MART,1,MAJIK MART WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23430,6535174,BOLES MOBILE HOME RENTALS,1,BOLES M.H.P. W.T.P.,A,999.0,NO TRTMT
23431,6535175,FLORIDA GAS TRANSMISSION CO.,1,ENRON/FLA GAS WELL,A,999.0,NO TRTMT
23432,6535176,BABSON PARK COMMUNITY CHURCH,1,BABSON PARK COMMUNITY CH WELL,B,2.0,DISINFECT/HYPOCHLORIN
23433,6535177,"KICKER SHOP, THE",1,THE KICKER SHOP WELL,A,999.0,NO TRTMT
23434,6535178,CARDOX CORPORATION,1,CARDOX WELL,A,999.0,NO TRTMT
23435,6535179,TAYLOR GROUP HOME,1,TAYLOR GROUP HOMME WTP,A,999.0,NO TRTMT
23436,6535180,GRIFFITH MOBILE HOME PARK,1,WELL NO. 1,A,999.0,NO TRTMT
23437,6535181,MCKAY RENTALS,1,WELL NO.1,B,2.0,DISINFECT/HYPOCHLORIN
23438,6535182,STRAWBRIDGE APTS.,1,WELL NO. 1,A,999.0,NO TRTMT
23439,6535183,LOTT-MATHER AUTOMOTIVE,1,LOTT-MATHER AUTOMOTIVE WTP,B,2.0,DISINFECT/HYPOCHLORIN
23440,6535184,FIFE CUSTOM EQUIPMENT CO.,1,FIFE CUSTOM EQUIP.CO. W.T.P.,A,999.0,NO TRTMT
23441,6535185,NORTHEAST COUNTY LANDFILL,1,"4"" WELL",A,999.0,NO TRTMT
23442,6535186,SOUTHERN TURF NURSERY (SOD FM),1,"4"" WELL",A,999.0,NO TRTMT
23443,6535187,"TOWERVIEW MOTORS, AUTO MALL",1,LAKE WALES AUTO SALES,A,999.0,NO TRTMT
23444,6535188,DIXIE RENTALS,1,4 INCH WELL,C,13.0,PART-RMVL/SLOW SAND FILTR
23445,6535189,BETHESDA LUTHERAN GROUP HOME,1,BETHESDA LUTHERAN WTP,A,999.0,NO TRTMT
23446,6535190,FARM SERVICE INDUSTRY,1,4 INCH WELL,A,999.0,NO TRTMT
23447,6535191,BRADLEY JCT CHURCH OF CHRIST,1,4   INCH WELL,A,999.0,NO TRTMT
23448,6535192,ABE PETROLEUM INC / MULBERRY SUNOCO,1,JMJ FOOD MART WTP,B,2.0,DISINFECT/HYPOCHLORIN
23449,6535193,BANNON FISHING RESORT,1,BANNON FISHING RESORT PLANT,A,999.0,NO TRTMT
23450,6535194,MICHIGAN CONCRETE,1,MICHIGAN CONC. WATER PLANT,A,999.0,NO TRTMT
23451,6535195,MT OLIVE MISSIONARY BAPTIST,1,MT. OLIVE MIS. BAPT. CH. PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23452,6535196,KEN' DISCOUNT BEVERAGE,1,KEN'S DISCOUNT BEV WELL L#1,B,2.0,DISINFECT/HYPOCHLORIN
23453,6535197,DIXIE BOY TRUCK STOP #4,1,DIXIE BOY TRUCK STOP #4,B,2.0,DISINFECT/HYPOCHLORIN
23454,6535198,IMC-HAYNESWORTH DRAGLINE REP.,1,IMC-HAYNESWORTH DRAGLINE REPR.,A,999.0,NO TRTMT
23455,6535199,LIGHTHOUSE BAPTIST CHURCH,1,LIGHTHOUSE BAPTIST WATER PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23456,6535200,"GREENLEAF PRODUCTS, INC.",1,"GREENLEAF PRODUCTS, INC.",A,999.0,NO TRTMT
23457,6535201,A-1 DISCOUNT BEVERAGES,1,A-1 DISCOUNT BEVERAGES WELL,A,999.0,NO TRTMT
23458,6535202,SOUTH CONG. KINGDOM HALL CHUR.,1,SOUTH CONGREGATIONAL WTP,B,2.0,DISINFECT/HYPOCHLORIN
23459,6535203,CHURCH OF GOD IN CHRIST,1,CHURCH OD GOD IN CHRIST WELL,B,2.0,DISINFECT/HYPOCHLORIN
23460,6535204,THE PET ACADEMY/K9 SECURITY,1,JIM BEAM AUTO PARTS,A,999.0,NO TRTMT
23461,6535205,LANIER WAREHOUSE,1,LANIER WAREHOUSES WTP,A,999.0,NO TRTMT
23462,6535206,JOYNER BROTHERS RESTAURANT,1,JOYNER BROTHERS REST    PLANT,B,2.0,DISINFECT/HYPOCHLORIN
23463,6535207,EPICENTER COMMERCE PARK,1,EPICENTER WTP #1,B,2.0,DISINFECT/HYPOCHLORIN
