,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
6828,FL-3350215,"CLERMONT, CITY OF",Non-Adjusted,Lake (Primary),8798,Natural                       ,No,Ground,2023
6829,FL-3350240,CORLEY ISLAND MOBILE MANOR,Non-Adjusted,Lake (Primary),224,Natural                       ,No,Ground,2023
6830,FL-3350249,COUNTRY SQUIRE MOBILE HOME PK,Non-Adjusted,Lake (Primary),215,Natural                       ,No,Ground,2023
6831,FL-3350319,EAGLE NEST MOBILE HOME ESTATES,Non-Adjusted,Lake (Primary),304,Natural                       ,No,Ground,2023
6832,FL-3350322,EAST LAKE HARRIS ESTATES,Consecutive,Lake (Primary),410,Natural                       ,No,Ground,2023
6833,FL-3350346,"EUSTIS, CITY OF",Adjusted,Lake (Primary),34841,H2SiF6,Yes,Ground,2023
6834,FL-3350370,FERN TERRACE SUBDIVISION,Non-Adjusted,Lake (Primary),253,Natural                       ,No,Ground,2023
6835,FL-3350417,FORESTER HAVEN II,Non-Adjusted,Lake (Primary),34,Natural                       ,No,Ground,2023
6836,FL-3350426,FRIENDLY CENTER SUBDIVISION,Non-Adjusted,Lake (Primary),72,Natural                       ,No,Ground,2023
6837,FL-3350427,"FRUITLAND PARK, CITY OF",Non-Adjusted,Lake (Primary),4584,Natural                       ,No,Ground,2023
6838,FL-3350474,GRIFFWOOD MOBILE HOME PARK,Non-Adjusted,Lake (Primary),264,Natural                       ,No,Ground,2023
6839,FL-3350476,GROVELAND WATER DEPARTMENT,Consecutive,Lake (Primary),13619,Natural                       ,No,Ground,2023
6840,FL-3350481,HAINES CREEK MOBILE HOME S/D,Non-Adjusted,Lake (Primary),197,Natural                       ,No,Ground,2023
6841,FL-3350495,HARBOR OAKS MOBILE HOME PARK,Non-Adjusted,Lake (Primary),376,Natural                       ,No,Ground,2023
6842,FL-3350506,HASELTON VILLAGE,Non-Adjusted,Lake (Primary),447,Natural                       ,No,Ground,2023
6843,FL-3350507,HAWTHORNE AT LEESBURG,Non-Adjusted,Lake (Primary),1684,Natural                       ,No,Ground,2023
6844,FL-3350523,HICKORY HOLLOW ESTATES,Non-Adjusted,Lake (Primary),199,Natural                       ,No,Ground,2023
6845,FL-3350536,HIGHLANDS MOBILE HOME PARK,Non-Adjusted,Lake (Primary),116,Natural                       ,No,Ground,2023
6846,FL-3350544,HOBBY HILL SUBDIVISION,Non-Adjusted,Lake (Primary),237,Natural                       ,No,Ground,2023
6847,FL-3350573,HOWEY IN THE HILLS,Non-Adjusted,Lake (Primary),1812,Natural                       ,No,Ground,2023
6848,FL-3350584,IMPERIAL TERRACE WEST,Non-Adjusted,Lake (Primary),445,Natural                       ,No,Ground,2023
6849,FL-3350655,KING'S COVE SUBDIVISION,Non-Adjusted,Lake (Primary),655,Natural                       ,No,Ground,2023
6850,FL-3350679,LADY LAKE MOBILE HOME PARK,Non-Adjusted,Lake (Primary),241,Natural                       ,No,Ground,2023
6851,FL-3350690,LAKE CORRECTIONAL INSTITUTION,Non-Adjusted,Lake (Primary),1341,Natural                       ,No,Ground,2023
6852,FL-3350691,SUNSHINE PARKWAY SYSTEMS,Consecutive,Lake (Primary),5846,Natural                       ,No,Ground,2023
6853,FL-3350730,LAKEVIEW TERRACE RETIREMENT SERVICES,Non-Adjusted,Lake (Primary),290,Natural                       ,No,Ground,2023
6854,FL-3350744,LAKESIDE VILLAGE I,Non-Adjusted,Lake (Primary),250,Natural                       ,No,Ground,2023
6855,FL-3350745,"LEESBURG, CITY OF",Non-Adjusted,Lake (Primary),39475,Natural                       ,No,Ground,2023
6856,FL-3350760,LITTLE LK HARRIS SHORES ASSOC,Non-Adjusted,Lake (Primary),266,Natural                       ,No,Ground,2023
6857,FL-3350783,YOUTH WITH A MISSION (2WPS),Non-Adjusted,Lake (Primary),107,Natural                       ,No,Ground,2023
6858,FL-3350812,MASCOTTE WATER DEPARTMENT-2WPS,Non-Adjusted,Lake (Primary),8227,Natural                       ,No,Ground,2023
6859,FL-3350825,MID-FLORIDA LAKES YACHT CLUB,Non-Adjusted,Lake (Primary),2741,Natural                       ,No,Ground,2023
6860,FL-3350836,MINNEOLA WATER DEPARTMENT,Non-Adjusted,Lake (Primary),15994,Natural                       ,No,Ground,2023
6861,FL-3350842,MOLOKAI MOBILE COMMUNITY,Non-Adjusted,Lake (Primary),445,Natural                       ,No,Ground,2023
6862,FL-3350846,MONTVERDE MOBILE HOME SD,Non-Adjusted,Lake (Primary),715,Natural                       ,No,Ground,2023
6863,FL-3350847,MONTVERDE WATER DEPARTMENT,Non-Adjusted,Lake (Primary),1071,Natural                       ,No,Ground,2023
6864,FL-3350851,MORGAN'S MHP & FISH CAMP,Non-Adjusted,Lake (Primary),27,Natural                       ,No,Ground,2023
6865,FL-3350852,MORNINGVIEW SUBDIVISION,Non-Adjusted,Lake (Primary),110,Natural                       ,No,Ground,2023
6866,FL-3350858,"MOUNT DORA, CITY OF",Non-Adjusted,Lake (Primary),33452,Natural                       ,No,Ground,2023
6867,FL-3350900,OAK LANE TRAILER PARK,Non-Adjusted,Lake (Primary),97,Natural                       ,No,Ground,2023
6868,FL-3350907,OAK SPRINGS MOBILE HOME PARK,Non-Adjusted,Lake (Primary),888,Natural                       ,No,Ground,2023
6869,FL-3350942,VILLAGES OF LAKE-SUMTER,Non-Adjusted,Lake (Primary),16696,Natural                       ,No,Ground,2023
6870,FL-3350977,LADY LAKE CENTRAL #1 & #2,Non-Adjusted,Lake (Primary),5810,Natural                       ,No,Ground,2023
6871,FL-3350980,PALM GARDENS MOBILE HOME PARK,Non-Adjusted,Lake (Primary),67,Natural                       ,No,Ground,2023
6872,FL-3350981,PALM MOBILE HOME ESTATES,Non-Adjusted,Lake (Primary),141,Natural                       ,No,Ground,2023
6873,FL-3350984,PALM SHORES RV RESORT,Non-Adjusted,Lake (Primary),72,Natural                       ,No,Ground,2023
6874,FL-3351009,PICCIOLA ISLAND SUBDIVISION,Non-Adjusted,Lake (Primary),334,Natural                       ,No,Ground,2023
6875,FL-3351021,PINEY WOODS SUBDIVISION,Non-Adjusted,Lake (Primary),391,Natural                       ,No,Ground,2023
6876,FL-3351062,RAVENSWOOD WATER SYSTEM,Non-Adjusted,Lake (Primary),144,Natural                       ,No,Ground,2023
6877,FL-3351115,SANDPIPER MOBILE HOME MANOR,Consecutive,Lake (Primary),241,Natural                       ,No,Ground,2023
6878,FL-3351182,SILVER LAKE ESTATES,Non-Adjusted,Lake (Primary),2106,Natural                       ,No,Ground,2023
6879,FL-3351205,SKYCREST SUBDIVISION,Non-Adjusted,Lake (Primary),275,Natural                       ,No,Ground,2023
6880,FL-3351254,"SPRINGS PARK AREA, INC",Non-Adjusted,Lake (Primary),299,Natural                       ,No,Ground,2023
6881,FL-3351331,TARA VILLAGE,Non-Adjusted,Lake (Primary),253,Natural                       ,No,Ground,2023
6882,FL-3351333,TAVARES WATER DEPARTMENT,Adjusted,Lake (Primary),17894,H2SiF6,Yes,Ground,2023
6883,FL-3351335,RIDGECREST RESORT COMMUNITY,Non-Adjusted,Lake (Primary),426,Natural                       ,No,Ground,2023
6884,FL-3351348,"HILL, THE",Non-Adjusted,Lake (Primary),80,Natural                       ,No,Ground,2023
6885,FL-3351366,TIMBER VILLAGE MOBILE HOME PK,Non-Adjusted,Lake (Primary),157,Natural                       ,No,Ground,2023
6886,FL-3351376,TORCHLIGHT TRAILER PARK,Non-Adjusted,Lake (Primary),206,Natural                       ,No,Ground,2023
6887,FL-3351402,UMATILLA WATER WORKS,Adjusted,Lake (Primary),3113,H2SiF6,Yes,Ground,2023
6888,FL-3351418,VACATION VILLAGE CONDOMINIUMS,Non-Adjusted,Lake (Primary),52,Natural                       ,No,Ground,2023
6889,FL-3351421,VALENCIA TERRACE SUBDIVISION,Non-Adjusted,Lake (Primary),671,Natural                       ,No,Ground,2023
6890,FL-3351426,VENETIAN VILLAGE,Non-Adjusted,Lake (Primary),393,Natural                       ,No,Ground,2023
6891,FL-3351464,WESTERN SHORES SUBDIVISION,Non-Adjusted,Lake (Primary),861,Natural                       ,No,Ground,2023
6892,FL-3351555,SUNLAKE ESTATES,Non-Adjusted,Lake (Primary),671,Natural                       ,No,Ground,2023
6893,FL-3351561,CYPRESS CREEK,Non-Adjusted,Lake (Primary),171,Natural                       ,No,Ground,2023
6894,FL-3351563,WOODLANDS CHURCH LAKE LLC,Non-Adjusted,Lake (Primary),256,Natural                       ,No,Ground,2023
6895,FL-3351564,CITRUS CIRCLE MOBILE HOME S/D,Non-Adjusted,Lake (Primary),79,Natural                       ,No,Ground,2023
6896,FL-3351566,LEESBURG EAST,Non-Adjusted,Lake (Primary),5680,Natural                       ,No,Ground,2023
6897,FL-3351567,BAYWOOD CONDOMINIUMS,Non-Adjusted,Lake (Primary),179,Natural                       ,No,Ground,2023
6898,FL-3354005,"COVE WATER SYSTEM, INC.",Non-Adjusted,Lake (Primary),113,Natural                       ,No,Ground,2023
6899,FL-3354010,WATER OAK COUNTRY CLUB ESTATES,Non-Adjusted,Lake (Primary),1310,Natural                       ,No,Ground,2023
6900,FL-3354027,CENTURY ESTATES ~SELMA HOMES²,Non-Adjusted,Lake (Primary),307,Natural                       ,No,Ground,2023
6901,FL-3354028,SHANGRI-LA BY THE LAKE,Non-Adjusted,Lake (Primary),293,Natural                       ,No,Ground,2023
6902,FL-3354038,THE MEADOWS (FORMERLY ASTATULA EST,Non-Adjusted,Lake (Primary),109,Natural                       ,No,Ground,2023
6903,FL-3354043,BRENDENWOOD WATER SYSTEM,Non-Adjusted,Lake (Primary),116,Natural                       ,No,Ground,2023
6904,FL-3354044,LAKE JOANNA ESTATES,Non-Adjusted,Lake (Primary),125,Natural                       ,No,Ground,2023
6905,FL-3354053,CITRUS COVE SUBDIVISION,Non-Adjusted,Lake (Primary),72,Natural                       ,No,Ground,2023
6906,FL-3354054,LAKE GRIFFIN ISLES MHP (2 WPS),Non-Adjusted,Lake (Primary),1084,Natural                       ,No,Ground,2023
6907,FL-3354055,WATERWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),165,Natural                       ,No,Ground,2023
6908,FL-3354104,CLERBROOK RV RESORTS,Non-Adjusted,Lake (Primary),2809,Natural                       ,No,Ground,2023
6909,FL-3354106,B'S RV RESORT,Non-Adjusted,Lake (Primary),141,Natural                       ,No,Ground,2023
6910,FL-3354110,LAKESIDE VILLAGE II,Non-Adjusted,Lake (Primary),171,Natural                       ,No,Ground,2023
6911,FL-3354112,SUMMIT CHASE VILLAS,Non-Adjusted,Lake (Primary),688,Natural                       ,No,Ground,2023
6912,FL-3354142,COUNTRY LIFE FAMILY PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground,2023
6913,FL-3354644,PINE HARBOUR WATER UTILITY,Non-Adjusted,Lake (Primary),118,Natural                       ,No,Ground,2023
6914,FL-3354646,CHATEAU ORANGE LAKE MH COMMUN,Non-Adjusted,Lake (Primary),550,Natural                       ,No,Ground,2023
6915,FL-3354647,FOUR LAKES AND HARBOR OAKS S/D,Non-Adjusted,Lake (Primary),204,Natural                       ,No,Ground,2023
6916,FL-3354650,LEESBURG/THE PLANTATION,Non-Adjusted,Lake (Primary),4597,Natural                       ,No,Ground,2023
6917,FL-3354651,HAINES CREEK RV PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground,2023
6918,FL-3354653,PENNBROOKE FAIRWAYS,Non-Adjusted,Lake (Primary),2225,Natural                       ,No,Ground,2023
6919,FL-3354655,CARLTON PALMS EDUCATIONAL CTR,Non-Adjusted,Lake (Primary),130,Natural                       ,No,Ground,2023
6920,FL-3354656,LAKE IDLEWILD ESTATES,Non-Adjusted,Lake (Primary),152,Natural                       ,No,Ground,2023
6921,FL-3354657,DIAMOND POINT,Non-Adjusted,Lake (Primary),224,Natural                       ,No,Ground,2023
6922,FL-3354660,SILVER OAKS SUBDIVISION,Non-Adjusted,Lake (Primary),110,Natural                       ,No,Ground,2023
6923,FL-3354661,PICCIOLA LANDING,Non-Adjusted,Lake (Primary),112,Natural                       ,No,Ground,2023
6924,FL-3354662,LAKE BEAUCLAIRE S/D,Non-Adjusted,Lake (Primary),88,Natural                       ,No,Ground,2023
6925,FL-3354664,TREASURE COVE,Non-Adjusted,Lake (Primary),114,Natural                       ,No,Ground,2023
6926,FL-3354687,RAINTREE HARBOR,Non-Adjusted,Lake (Primary),237,Natural                       ,No,Ground,2023
6927,FL-3354688,LAKE YALE ESTATES,Non-Adjusted,Lake (Primary),90,Natural                       ,No,Ground,2023
6928,FL-3354695,LAKE SAUNDERS ACRES,Non-Adjusted,Lake (Primary),144,Natural                       ,No,Ground,2023
6929,FL-3354697,GRAND TERRACE SUBDIVISION,Non-Adjusted,Lake (Primary),229,Natural                       ,No,Ground,2023
6930,FL-3354701,WEDGEWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),876,Natural                       ,No,Ground,2023
6931,FL-3354779,CLERMONT EAST WATER SYSTEMS,Non-Adjusted,Lake (Primary),32728,Natural                       ,No,Ground,2023
6932,FL-3354781,HARBOR HILLS,Non-Adjusted,Lake (Primary),1090,Natural                       ,No,Ground,2023
6933,FL-3354836,SARABANDE,Non-Adjusted,Lake (Primary),218,Natural                       ,No,Ground,2023
6934,FL-3354867,QUAIL RIDGE ESTATES,Non-Adjusted,Lake (Primary),215,Natural                       ,No,Ground,2023
6935,FL-3354869,LEESBURG/HIGHLAND LAKES,Non-Adjusted,Lake (Primary),2187,Natural                       ,No,Ground,2023
6936,FL-3354877,PALISADES COUNTRY CLUB,Consecutive,Lake (Primary),1759,Natural                       ,No,Ground,2023
6937,FL-3354881,LAKE UTILITY SERVICES INC SOUTH,Non-Adjusted,Lake (Primary),11801,Natural                       ,No,Ground,2023
6938,FL-3354883,LAKE UTILITY SERVICES INC NORTH,Non-Adjusted,Lake (Primary),18633,Natural                       ,No,Ground,2023
6939,FL-3354886,HOLIDAY HAVEN (CONSECUTIVE),Consecutive,Lake (Primary),264,Natural                       ,No,Ground,2023
6940,FL-3354916,SOUTHLAKE UTILITIES,Non-Adjusted,Lake (Primary),7421,Natural                       ,No,Ground,2023
6941,FL-3354926,LAKES OF LADY LAKE EXEC GOLF,Non-Adjusted,Lake (Primary),89,Natural                       ,No,Ground,2023
6942,FL-3354929,LEESBURG/ROYAL HIGHLANDS,Non-Adjusted,Lake (Primary),2910,Natural                       ,No,Ground,2023
6943,FL-3354935,THE PARK AT WOLF BRANCH OAKS,Non-Adjusted,Lake (Primary),363,Natural                       ,No,Ground,2023
6944,FL-3354938,BLACK BEAR RESERVE,Non-Adjusted,Lake (Primary),559,Natural                       ,No,Ground,2023
6945,FL-3354943,POMEROSA PARK,Non-Adjusted,Lake (Primary),47,Natural                       ,No,Ground,2023
6946,FL-3354944,LAS COLINAS WATER PLANT,Non-Adjusted,Lake (Primary),232,Natural                       ,No,Ground,2023
6947,FL-3354945,FAIRWAYS AT MOUNT PLYMOUTH,Non-Adjusted,Lake (Primary),590,Natural                       ,No,Ground,2023
6948,FL-3354953,EUSTIS EASTERN WTP,Non-Adjusted,Lake (Primary),2153,Natural                       ,No,Ground,2023
6949,FL-3354954,HEATHROW COUNTRY ESTATES,Non-Adjusted,Lake (Primary),945,Natural                       ,No,Ground,2023
6950,FL-3354956,PINE ISLAND,Non-Adjusted,Lake (Primary),31,Natural                       ,No,Ground,2023
6951,FL-3354962,HILLCREST,Non-Adjusted,Lake (Primary),45,Natural                       ,No,Ground,2023
6952,FL-3354965,BENTWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),54,Natural                       ,No,Ground,2023
6953,FL-3354967,WOLF BRANCH MEADOWS,Non-Adjusted,Lake (Primary),63,Natural                       ,No,Ground,2023
6954,FL-3354969,COLINA BAY,Non-Adjusted,Lake (Primary),156,Natural                       ,No,Ground,2023
6955,FL-3420074,"BELLEVIEW, CITY OF [2 PLANTS]",Non-Adjusted,Marion (Primary),7540,Natural                       ,No,Ground,2023
6956,FL-3420095,BLUE SKIES ESTATES,Non-Adjusted,Marion (Primary),174,Natural                       ,No,Ground,2023
6957,FL-3420124,BUCKSKIN LAKE MANOR,Non-Adjusted,Marion (Primary),216,Natural                       ,No,Ground,2023
6958,FL-3420162,CEDAR HILLS S/D,Non-Adjusted,Marion (Primary),1255,Natural                       ,No,Ground,2023
6959,FL-3420216,CLIFTWOOD MOBILE HOME PARK,Non-Adjusted,Marion (Primary),48,Natural                       ,No,Ground,2023
6960,FL-3420340,EMIL-MAR SUBDIVISION,Non-Adjusted,Marion (Primary),228,Natural                       ,No,Ground,2023
6961,FL-3420386,FLORIDA CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),2504,Natural                       ,No,Ground,2023
6962,FL-3420387,MARION CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),2414,Natural                       ,No,Ground,2023
6963,FL-3420408,SALT SPRINGS VILLAGE,Non-Adjusted,Marion (Primary),306,Natural                       ,No,Ground,2023
6964,FL-3420411,FLOYD CLARK SUBDIVISION,Non-Adjusted,Marion (Primary),224,Natural                       ,No,Ground,2023
6965,FL-3420419,FORT KING FOREST,Non-Adjusted,Marion (Primary),300,Natural                       ,No,Ground,2023
6966,FL-3420456,GOLDEN HOLIDAY MHP (2 WPS),Non-Adjusted,Marion (Primary),548,Natural                       ,No,Ground,2023
6967,FL-3420484,MILL DAM MHP LLC,Non-Adjusted,Marion (Primary),139,Natural                       ,No,Ground,2023
6968,FL-3420509,HAZEL GARDENS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),59,Natural                       ,No,Ground,2023
6969,FL-3420531,WANDERING OAKS RV RESORT (2WPS/1POE),Non-Adjusted,Marion (Primary),109,Natural                       ,No,Ground,2023
6970,FL-3420533,HI-CLIFF ESTATES/SLEEPY HOLLOW,Non-Adjusted,Marion (Primary),645,Natural                       ,No,Ground,2023
6971,FL-3420608,FORE ACRES S/D,Non-Adjusted,Marion (Primary),1509,Natural                       ,No,Ground,2023
6972,FL-3420761,LITTLE LAKE WEIR SUBDIVISION,Non-Adjusted,Marion (Primary),861,Natural                       ,No,Ground,2023
6973,FL-3420763,LIVE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),194,Natural                       ,No,Ground,2023
6974,FL-3420781,EDGEWOOD MHP,Non-Adjusted,Marion (Primary),38,Natural                       ,No,Ground,2023
6975,FL-3420805,MARIE'S MHP,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground,2023
6976,FL-3420870,NELSON'S FISH CAMP,Non-Adjusted,Marion (Primary),188,Natural                       ,No,Ground,2023
6977,FL-3420904,OAK PARK VILLAGE,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2023
6978,FL-3420916,OAKWOOD MOBILE MANOR,Non-Adjusted,Marion (Primary),225,Natural                       ,No,Ground,2023
6979,FL-3420922,"OCALA, CITY OF",Adjusted,Marion (Primary),58941,H2SiF6,Yes,Ground,2023
6980,FL-3420924,OCALA EAST VILLAS,Non-Adjusted,Marion (Primary),544,Natural                       ,No,Ground,2023
6981,FL-3420939,OCKLAWAHA WATER WORKS (2 WTPS ),Non-Adjusted,Marion (Primary),730,Natural                       ,No,Ground,2023
6982,FL-3421018,PINE RIDGE ESTATES S/D,Non-Adjusted,Marion (Primary),674,Natural                       ,No,Ground,2023
6983,FL-3421098,ROLLING GREENS,Non-Adjusted,Marion (Primary),2234,Natural                       ,No,Ground,2023
6984,FL-3421118,SANDY ACRES,Non-Adjusted,Marion (Primary),543,Natural                       ,No,Ground,2023
6985,FL-3421159,SHARPES FERRY MANUFACTURED HOME CMNTY,Non-Adjusted,Marion (Primary),185,Natural                       ,No,Ground,2023
6986,FL-3421197,SILVER SPRINGS SHORES,Non-Adjusted,Marion (Primary),17497,Natural                       ,No,Ground,2023
6987,FL-3421201,SUN RESORT,Non-Adjusted,Marion (Primary),72,Natural                       ,No,Ground,2023
6988,FL-3421283,STONE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),190,Natural                       ,No,Ground,2023
6989,FL-3421314,SUN RAY ESTATES,Non-Adjusted,Marion (Primary),1787,Natural                       ,No,Ground,2023
6990,FL-3421379,"MCINTOSH, TOWN OF",Non-Adjusted,Marion (Primary),433,Natural                       ,No,Ground,2023
6991,FL-3421467,WHISPERING OAKS MHP,Non-Adjusted,Marion (Primary),143,Natural                       ,No,Ground,2023
6992,FL-3421490,WOODS AND LAKES SUBDIVISION,Non-Adjusted,Marion (Primary),246,Natural                       ,No,Ground,2023
6993,FL-3421495,COUNTRY OAKS MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2023
6994,FL-3421520,SUNLIGHT ACRES SUBDIVISION,Non-Adjusted,Marion (Primary),177,Natural                       ,No,Ground,2023
6995,FL-3421528,TALL TIMBER TRAVEL TRAILER PRK,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2023
6996,FL-3421554,OCALA GARDEN APARTMENTS,Non-Adjusted,Marion (Primary),43,Natural                       ,No,Ground,2023
6997,FL-3421559,VICTORY MOBILE HOME PARK LLC,Non-Adjusted,Marion (Primary),222,Natural                       ,No,Ground,2023
6998,FL-3421560,OCALA OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),1969,Natural                       ,No,Ground,2023
6999,FL-3421573,GOLDEN POND VILLAGE MHP,Non-Adjusted,Marion (Primary),121,Natural                       ,No,Ground,2023
7000,FL-3421574,SERENITY OAKS MHP,Non-Adjusted,Marion (Primary),99,Natural                       ,No,Ground,2023
7001,FL-3421576,WINDGATE ESTATES,Non-Adjusted,Marion (Primary),323,Natural                       ,No,Ground,2023
7002,FL-3424000,BELLAIRE SUBDIVISION,Consecutive,Marion (Primary),682,Natural                       ,No,Ground,2023
7003,FL-3424001,MARION HILLS,Non-Adjusted,Marion (Primary),91,Natural                       ,No,Ground,2023
7004,FL-3424009,WHISPERING SANDS S/D,Non-Adjusted,Marion (Primary),391,Natural                       ,No,Ground,2023
7005,FL-3424029,CHAPPELL HILLS,Non-Adjusted,Marion (Primary),129,Natural                       ,No,Ground,2023
7006,FL-3424030,BELLEVIEW HILLS SUBDIVISION,Consecutive,Marion (Primary),338,Natural                       ,No,Ground,2023
7007,FL-3424031,FLORIDA HEIGHTS S/D,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground,2023
7008,FL-3424032,OAKHURST SUBDIVISION,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground,2023
7009,FL-3424034,VILLAGES OF OCALA,Non-Adjusted,Marion (Primary),118,Natural                       ,No,Ground,2023
7010,FL-3424036,WEST VIEW SUBDIVISION,Consecutive,Marion (Primary),91,H2SiF6,Yes,Ground,2023
7011,FL-3424042,FAIRFAX HILLS SUBDIVISION,Non-Adjusted,Marion (Primary),257,Natural                       ,No,Ground,2023
7012,FL-3424046,QUAIL RUN SUBDIVISION,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground,2023
7013,FL-3424061,PARADISE MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground,2023
7014,FL-3424062,PONDEROSA PINES,Non-Adjusted,Marion (Primary),408,Natural                       ,No,Ground,2023
7015,FL-3424087,OAK BEND MHP,Non-Adjusted,Marion (Primary),367,Natural                       ,No,Ground,2023
7016,FL-3424099,ELEVEN OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),122,Natural                       ,No,Ground,2023
7017,FL-3424106,OAK HAVEN QUADRUPLEXES,Non-Adjusted,Marion (Primary),92,Natural                       ,No,Ground,2023
7018,FL-3424620,TRADEWINDS VILLAGE,Non-Adjusted,Marion (Primary),1174,Natural                       ,No,Ground,2023
7019,FL-3424621,BELLEVIEW OAKS ESTATES,Non-Adjusted,Marion (Primary),263,Natural                       ,No,Ground,2023
7020,FL-3424622,SPRINGLAKE VILLAGE,Non-Adjusted,Marion (Primary),145,Natural                       ,No,Ground,2023
7021,FL-3424625,RESIDENTIAL WATER SYSTEMS INC,Non-Adjusted,Marion (Primary),1606,Natural                       ,No,Ground,2023
7022,FL-3424628,SMITH LAKE SHORES MHP,Non-Adjusted,Marion (Primary),329,Natural                       ,No,Ground,2023
7023,FL-3424637,SHERI OAKS S/D,Non-Adjusted,Marion (Primary),63,Natural                       ,No,Ground,2023
7024,FL-3424638,OAK CREEK CAVERNS S/D,Non-Adjusted,Marion (Primary),131,Natural                       ,No,Ground,2023
7025,FL-3424643,MCATEER ACRES,Non-Adjusted,Marion (Primary),209,Natural                       ,No,Ground,2023
7026,FL-3424644,FORE OAKS ESTATES,Non-Adjusted,Marion (Primary),709,Natural                       ,No,Ground,2023
7027,FL-3424646,WOODBERRY FOREST,Consecutive,Marion (Primary),173,Natural                       ,No,Ground,2023
7028,FL-3424648,HILLTOP ESTATES MHP S/D,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground,2023
7029,FL-3424649,VICKI'S MOBILE HOME PARK,Non-Adjusted,Marion (Primary),49,Natural                       ,No,Ground,2023
7030,FL-3424651,OCALA HEIGHTS S/D,Non-Adjusted,Marion (Primary),738,Natural                       ,No,Ground,2023
7031,FL-3424652,SHADY ROAD VILLAS TRAILER PARK,Non-Adjusted,Marion (Primary),164,Natural                       ,No,Ground,2023
7032,FL-3424654,WILDERNESS RV PARK ESTATES,Non-Adjusted,Marion (Primary),54,Natural                       ,No,Ground,2023
7033,FL-3424655,HIGH HOPES MOBILE HOME PARK,Non-Adjusted,Marion (Primary),61,Natural                       ,No,Ground,2023
7034,FL-3424657,COUNTRY WALK S/D,Non-Adjusted,Marion (Primary),169,Natural                       ,No,Ground,2023
7035,FL-3424658,PADDOCK PARK SOUTH MHP,Non-Adjusted,Marion (Primary),345,Natural                       ,No,Ground,2023
7036,FL-3424659,TROPICANA VILLAGE S/D,Non-Adjusted,Marion (Primary),103,Natural                       ,No,Ground,2023
7037,FL-3424662,HILLTOP AT LAKE WEIR,Non-Adjusted,Marion (Primary),401,Natural                       ,No,Ground,2023
7038,FL-3424664,JACK MOBILE HOME PARK,Non-Adjusted,Marion (Primary),45,Natural                       ,No,Ground,2023
7039,FL-3424685,HAWKS POINT S/D,Non-Adjusted,Marion (Primary),413,Natural                       ,No,Ground,2023
7040,FL-3424689,SILVER SPRINGS WOODS/VILLAGE,Non-Adjusted,Marion (Primary),1020,Natural                       ,No,Ground,2023
7041,FL-3424690,LANDFAIR SUBDIVISION,Non-Adjusted,Marion (Primary),519,Natural                       ,No,Ground,2023
7042,FL-3424691,WINDING WATERS,Non-Adjusted,Marion (Primary),423,Natural                       ,No,Ground,2023
7043,FL-3424789,LAKEVIEW WOODS/TRAILS EAST S/D,Non-Adjusted,Marion (Primary),200,Natural                       ,No,Ground,2023
7044,FL-3424808,PONDEROSA M.H./SUBDIVISION,Non-Adjusted,Marion (Primary),42,Natural                       ,No,Ground,2023
7045,FL-3424809,BRIAR PATCH MOBILE HOME PARK,Non-Adjusted,Marion (Primary),125,Natural                       ,No,Ground,2023
7046,FL-3424827,CITRA HIGHLANDS,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground,2023
7047,FL-3424839,BELLEVIEW HILLS ESTATES,Non-Adjusted,Marion (Primary),678,Natural                       ,No,Ground,2023
7048,FL-3424841,TURNING POINTE ESTATES,Non-Adjusted,Marion (Primary),252,Natural                       ,No,Ground,2023
7049,FL-3424857,VETERANS OF FOREIGN WARS,Non-Adjusted,Marion (Primary),40,Natural                       ,No,Ground,2023
7050,FL-3424897,STONECREST SUBDIVISION,Non-Adjusted,Marion (Primary),31954,Natural                       ,No,Ground,2023
7051,FL-3424962,ASHLEY HEIGHTS S/D,Non-Adjusted,Marion (Primary),138,Natural                       ,No,Ground,2023
7052,FL-3425006,GREENFIELDS/INDIAN PINES,Non-Adjusted,Marion (Primary),1450,Natural                       ,No,Ground,2023
